TaskID,SourceRegion,AssignedRegion,ArrivalHour,StartHour,FinishHour,Duration_h,GPU_Demand,TaskType,NetworkLatency_ms,RunID,Question,Region,Available_GPU
11383,RegionC,RegionC,2380,2380.0,2381.85,1.85,22,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
24774,RegionF,RegionF,2380,2380.0,2381.733333333333,1.7333333333333334,16,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
22462,RegionC,RegionC,2381,2381.0,2383.3,2.3,23,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
18905,RegionA,RegionA,2381,2381.0,2385.1833333333334,4.183333333333334,12,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
34989,RegionA,RegionA,2381,2381.0,2384.366666666667,3.3666666666666667,13,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
35507,RegionA,RegionA,2381,2381.0,2382.8,1.8,18,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
35450,RegionC,RegionC,2381,2381.0,2383.016666666667,2.0166666666666666,14,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
22871,RegionE,RegionE,2381,2381.0,2384.8166666666666,3.816666666666667,7,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
28161,RegionB,RegionB,2381,2381.0,2385.2166666666667,4.216666666666667,4,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
14772,RegionA,RegionA,2382,2382.0,2387.116666666667,5.116666666666666,12,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
11993,RegionC,RegionC,2382,2382.0,2385.9333333333334,3.933333333333333,15,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
19440,RegionE,RegionE,2382,2382.0,2384.0666666666666,2.066666666666667,23,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
49336,RegionB,RegionB,2382,2382.0,2387.4166666666665,5.416666666666667,8,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
16116,RegionA,RegionA,2382,2382.0,2387.3333333333335,5.333333333333333,7,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
403,RegionD,RegionD,2382,2382.0,2384.116666666667,2.1166666666666667,13,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
36934,RegionD,RegionD,2382,2382.0,2384.866666666667,2.8666666666666667,6,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
39924,RegionC,RegionC,2382,2382.0,2384.6,2.6,4,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
37312,RegionB,RegionB,2383,2383.0,2389.55,6.55,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
40802,RegionB,RegionB,2383,2383.0,2387.25,4.25,16,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
1664,RegionE,RegionE,2383,2383.0,2385.1833333333334,2.183333333333333,14,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
4060,RegionA,RegionA,2383,2383.0,2385.8,2.8,8,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
34149,RegionA,RegionA,2383,2383.0,2384.6666666666665,1.6666666666666667,13,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
24641,RegionD,RegionD,2383,2383.0,2384.4,1.4,12,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
37918,RegionD,RegionD,2383,2383.0,2385.366666666667,2.3666666666666667,5,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
12791,RegionA,RegionA,2383,2383.0,2383.866666666667,0.8666666666666667,4,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
29402,RegionC,RegionC,2384,2384.0,2387.133333333333,3.1333333333333333,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
37688,RegionD,RegionD,2384,2384.0,2387.766666666667,3.7666666666666666,6,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
33478,RegionE,RegionE,2384,2384.0,2386.6,2.6,6,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
45742,RegionC,RegionC,2385,2385.0,2391.366666666667,6.366666666666666,20,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
46875,RegionB,RegionB,2385,2385.0,2391.1666666666665,6.166666666666667,18,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
34369,RegionD,RegionD,2385,2385.0,2389.9666666666667,4.966666666666667,18,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
1234,RegionB,RegionB,2385,2385.0,2390.5666666666666,5.566666666666666,9,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
31955,RegionD,RegionD,2385,2385.0,2387.7833333333333,2.783333333333333,16,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
41891,RegionC,RegionC,2385,2385.0,2387.65,2.65,15,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
205,RegionB,RegionB,2385,2385.0,2389.9166666666665,4.916666666666667,6,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
11834,RegionB,RegionB,2386,2386.0,2391.866666666667,5.866666666666666,19,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
39597,RegionD,RegionD,2386,2386.0,2391.5833333333335,5.583333333333333,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
14622,RegionB,RegionB,2386,2386.0,2389.6666666666665,3.6666666666666665,23,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
23667,RegionA,RegionA,2386,2386.0,2391.2166666666667,5.216666666666667,15,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
26788,RegionF,RegionF,2386,2386.0,2391.2833333333333,5.283333333333333,12,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
43953,RegionE,RegionE,2386,2386.0,2388.7,2.7,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
20632,RegionC,RegionC,2386,2386.0,2389.0666666666666,3.066666666666667,14,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
33785,RegionD,RegionD,2386,2386.0,2387.866666666667,1.8666666666666667,20,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
18869,RegionD,RegionD,2386,2386.0,2390.4333333333334,4.433333333333334,7,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
24949,RegionD,RegionD,2386,2386.0,2387.016666666667,1.0166666666666666,16,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
33605,RegionB,RegionB,2386,2386.0,2387.5666666666666,1.5666666666666667,9,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
33589,RegionE,RegionE,2387,2387.0,2391.7833333333333,4.783333333333333,22,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
31953,RegionB,RegionB,2387,2387.0,2392.15,5.15,19,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
3113,RegionD,RegionD,2387,2387.0,2393.233333333333,6.233333333333333,15,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
9850,RegionE,RegionE,2387,2387.0,2392.733333333333,5.733333333333333,13,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
33356,RegionB,RegionB,2387,2387.0,2390.366666666667,3.3666666666666667,14,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
29306,RegionE,RegionE,2387,2387.0,2387.6,0.6,20,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
28165,RegionE,RegionE,2387,2387.0,2387.4166666666665,0.4166666666666667,13,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
40446,RegionA,RegionA,2387,2387.0,2387.5333333333333,0.5333333333333333,9,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
2374,RegionA,RegionA,2387,2387.0,2387.65,0.65,7,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
16274,RegionA,RegionA,2388,2388.0,2394.05,6.05,21,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
32420,RegionD,RegionD,2388,2388.0,2393.7166666666667,5.716666666666667,19,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
36729,RegionC,RegionC,2388,2388.0,2394.4166666666665,6.416666666666667,9,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
42007,RegionA,RegionA,2388,2388.0,2390.733333333333,2.7333333333333334,21,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
20403,RegionD,RegionD,2388,2388.0,2391.983333333333,3.9833333333333334,14,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
583,RegionA,RegionA,2388,2388.0,2391.9166666666665,3.9166666666666665,12,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
18061,RegionC,RegionC,2388,2388.0,2393.0666666666666,5.066666666666666,9,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
45156,RegionA,RegionA,2388,2388.0,2393.0333333333333,5.033333333333333,9,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
42663,RegionA,RegionA,2388,2388.0,2394.233333333333,6.233333333333333,7,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
40539,RegionB,RegionB,2388,2388.0,2390.2,2.2,10,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
43463,RegionA,RegionA,2388,2388.0,2389.3333333333335,1.3333333333333333,10,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
6323,RegionA,RegionA,2388,2388.0,2390.366666666667,2.3666666666666667,5,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
36902,RegionE,RegionE,2389,2389.0,2394.516666666667,5.516666666666667,22,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
45583,RegionB,RegionB,2389,2389.0,2394.5333333333333,5.533333333333333,13,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
39318,RegionA,RegionA,2389,2389.0,2391.75,2.75,21,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
16109,RegionF,RegionF,2389,2389.0,2391.9166666666665,2.9166666666666665,7,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
17044,RegionC,RegionC,2389,2389.0,2389.6,0.6,6,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
30199,RegionF,RegionF,2390,2390.0,2396.233333333333,6.233333333333333,15,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
47967,RegionD,RegionD,2390,2390.0,2393.1833333333334,3.183333333333333,20,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
19682,RegionD,RegionD,2390,2390.0,2395.233333333333,5.233333333333333,11,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
57,RegionE,RegionE,2390,2390.0,2393.0,3.0,16,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
24572,RegionA,RegionA,2390,2390.0,2395.05,5.05,9,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
39397,RegionA,RegionA,2390,2390.0,2396.4666666666667,6.466666666666667,7,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
10184,RegionD,RegionD,2390,2390.0,2392.7833333333333,2.783333333333333,15,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
1136,RegionB,RegionB,2390,2390.0,2393.0333333333333,3.033333333333333,12,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
165,RegionB,RegionB,2390,2390.0,2391.75,1.75,18,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
4851,RegionD,RegionD,2390,2390.0,2393.8333333333335,3.8333333333333335,8,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
18367,RegionA,RegionA,2391,2391.0,2396.766666666667,5.766666666666667,19,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
4113,RegionA,RegionA,2391,2391.0,2395.2,4.2,15,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
45731,RegionE,RegionE,2391,2391.0,2395.2,4.2,14,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
31688,RegionF,RegionF,2391,2391.0,2392.9666666666667,1.9666666666666666,21,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
18847,RegionB,RegionB,2391,2391.0,2395.516666666667,4.516666666666667,8,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
33573,RegionB,RegionB,2391,2391.0,2392.4166666666665,1.4166666666666667,21,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
25631,RegionD,RegionD,2392,2392.0,2396.7166666666667,4.716666666666667,18,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
18826,RegionA,RegionA,2392,2392.0,2396.5333333333333,4.533333333333333,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
37668,RegionD,RegionD,2392,2392.0,2396.116666666667,4.116666666666666,11,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
28923,RegionC,RegionC,2392,2392.0,2393.85,1.85,14,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
47787,RegionB,RegionB,2392,2392.0,2395.2166666666667,3.216666666666667,8,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
315,RegionA,RegionA,2392,2392.0,2393.45,1.45,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
27301,RegionA,RegionA,2392,2392.0,2395.2,3.2,5,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
28488,RegionA,RegionA,2392,2392.0,2392.65,0.65,14,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
3566,RegionE,RegionE,2392,2392.0,2392.9,0.9,9,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
43531,RegionC,RegionC,2393,2393.0,2395.4666666666667,2.466666666666667,18,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
4611,RegionA,RegionA,2393,2393.0,2395.05,2.05,15,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
16345,RegionF,RegionF,2393,2393.0,2396.233333333333,3.2333333333333334,9,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
24477,RegionD,RegionD,2393,2393.0,2394.133333333333,1.1333333333333333,16,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
48651,RegionF,RegionF,2393,2393.0,2394.233333333333,1.2333333333333334,14,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
12184,RegionD,RegionD,2393,2393.0,2393.25,0.25,5,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
14327,RegionB,RegionB,2394,2394.0,2399.55,5.55,21,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
6508,RegionB,RegionB,2394,2394.0,2398.983333333333,4.983333333333333,23,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
37834,RegionF,RegionF,2394,2394.0,2400.65,6.65,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
40831,RegionE,RegionE,2394,2394.0,2399.9166666666665,5.916666666666667,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
11351,RegionD,RegionD,2394,2394.0,2398.35,4.35,16,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
4848,RegionB,RegionB,2394,2394.0,2397.6,3.6,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
23381,RegionD,RegionD,2394,2394.0,2398.0,4.0,15,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
45887,RegionD,RegionD,2394,2394.0,2399.4333333333334,5.433333333333334,10,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
39468,RegionA,RegionA,2394,2394.0,2395.116666666667,1.1166666666666667,16,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
42958,RegionA,RegionA,2395,2395.0,2401.016666666667,6.016666666666667,19,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
45986,RegionD,RegionD,2395,2395.0,2399.1833333333334,4.183333333333334,20,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
16494,RegionD,RegionD,2395,2395.0,2397.6833333333334,2.683333333333333,22,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
8294,RegionC,RegionC,2395,2395.0,2396.0333333333333,1.0333333333333334,8,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
3736,RegionD,RegionD,2396,2396.0,2402.6,6.6,19,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
30715,RegionD,RegionD,2396,2396.0,2401.3166666666666,5.316666666666666,14,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
20312,RegionD,RegionD,2396,2396.0,2400.133333333333,4.133333333333334,16,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
43993,RegionE,RegionE,2396,2396.0,2399.6666666666665,3.6666666666666665,16,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
12431,RegionB,RegionB,2396,2396.0,2399.2833333333333,3.283333333333333,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
40505,RegionA,RegionA,2396,2396.0,2402.3333333333335,6.333333333333333,6,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
10284,RegionF,RegionF,2396,2396.0,2398.2833333333333,2.283333333333333,14,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
24995,RegionD,RegionD,2396,2396.0,2397.05,1.05,10,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
7874,RegionC,RegionC,2396,2396.0,2396.45,0.45,21,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
10504,RegionC,RegionC,2396,2396.0,2397.15,1.15,4,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
37081,RegionA,RegionA,2397,2397.0,2401.45,4.45,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
2648,RegionE,RegionE,2397,2397.0,2400.1833333333334,3.183333333333333,19,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
20799,RegionF,RegionF,2397,2397.0,2400.4,3.4,14,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
46818,RegionC,RegionC,2397,2397.0,2399.8333333333335,2.8333333333333335,16,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
24255,RegionE,RegionE,2397,2397.0,2399.1,2.1,20,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
701,RegionF,RegionF,2397,2397.0,2398.75,1.75,21,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
29787,RegionA,RegionA,2397,2397.0,2401.1666666666665,4.166666666666667,7,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
46028,RegionA,RegionA,2397,2397.0,2398.116666666667,1.1166666666666667,22,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionA,630
6392,RegionD,RegionD,2397,2397.0,2401.7833333333333,4.783333333333333,5,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
27547,RegionD,RegionD,2397,2397.0,2397.9666666666667,0.9666666666666667,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
34117,RegionB,RegionB,2397,2397.0,2397.6666666666665,0.6666666666666666,19,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
3928,RegionF,RegionF,2397,2397.0,2400.0333333333333,3.033333333333333,4,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
39629,RegionD,RegionD,2397,2397.0,2397.3166666666666,0.31666666666666665,5,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
17938,RegionE,RegionE,2398,2398.0,2402.266666666667,4.266666666666667,23,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
4418,RegionD,RegionD,2398,2398.0,2402.233333333333,4.233333333333333,11,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionD,1472
8745,RegionB,RegionB,2398,2398.0,2400.1,2.1,21,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
17421,RegionF,RegionF,2398,2398.0,2400.35,2.35,15,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
11780,RegionF,RegionF,2398,2398.0,2398.5833333333335,0.5833333333333334,21,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionF,966
22136,RegionE,RegionE,2398,2398.0,2399.3166666666666,1.3166666666666667,7,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
40966,RegionB,RegionB,2399,2399.0,2404.0833333333335,5.083333333333333,20,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
46942,RegionC,RegionC,2399,2399.0,2404.7,5.7,11,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionC,540
49525,RegionB,RegionB,2399,2399.0,2402.116666666667,3.1166666666666667,16,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
38165,RegionB,RegionB,2399,2399.0,2403.75,4.75,10,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
43786,RegionB,RegionB,2399,2399.0,2401.1,2.1,17,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
44439,RegionE,RegionE,2399,2399.0,2404.616666666667,5.616666666666666,6,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
37062,RegionB,RegionB,2399,2399.0,2401.4666666666667,2.466666666666667,12,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionB,585
15242,RegionE,RegionE,2399,2399.0,2403.05,4.05,7,BatchInference,5.0,base.q1.sched.s20260908,q1,RegionE,1012
11961,RegionE,RegionE,2376,2376.0,2380.1,4.1,111,AITraining,5.0,base.q1.sched.s20260908,q1,RegionE,1012
42169,RegionF,RegionF,2376,2376.0,2381.9333333333334,5.933333333333334,58,AITraining,5.0,base.q1.sched.s20260908,q1,RegionF,966
9415,RegionD,RegionD,2376,2376.0,2377.4666666666667,1.4666666666666666,119,AITraining,5.0,base.q1.sched.s20260908,q1,RegionD,1472
35335,RegionF,RegionF,2376,2376.0,2379.2166666666667,3.216666666666667,34,AITraining,5.0,base.q1.sched.s20260908,q1,RegionF,966
3809,RegionF,RegionF,2376,2376.0,2377.633333333333,1.6333333333333333,32,AITraining,5.0,base.q1.sched.s20260908,q1,RegionF,966
27509,RegionF,RegionF,2377,2377.0,2383.516666666667,6.516666666666667,113,AITraining,5.0,base.q1.sched.s20260908,q1,RegionF,966
20392,RegionF,RegionF,2377,2377.0,2382.5833333333335,5.583333333333333,110,AITraining,5.0,base.q1.sched.s20260908,q1,RegionF,966
1540,RegionF,RegionF,2377,2377.0,2381.866666666667,4.866666666666666,98,AITraining,5.0,base.q1.sched.s20260908,q1,RegionF,966
4202,RegionE,RegionE,2377,2377.0,2381.6666666666665,4.666666666666667,94,AITraining,5.0,base.q1.sched.s20260908,q1,RegionE,1012
41348,RegionE,RegionE,2377,2377.0,2382.75,5.75,71,AITraining,5.0,base.q1.sched.s20260908,q1,RegionE,1012
21384,RegionC,RegionC,2377,2377.0,2380.633333333333,3.6333333333333333,110,AITraining,5.0,base.q1.sched.s20260908,q1,RegionC,540
43690,RegionE,RegionE,2377,2377.0,2380.133333333333,3.1333333333333333,102,AITraining,5.0,base.q1.sched.s20260908,q1,RegionE,1012
23479,RegionD,RegionD,2377,2377.0,2379.1833333333334,2.183333333333333,113,AITraining,5.0,base.q1.sched.s20260908,q1,RegionD,1472
41413,RegionE,RegionE,2377,2377.0,2381.2,4.2,54,AITraining,5.0,base.q1.sched.s20260908,q1,RegionE,1012
14780,RegionD,RegionD,2377,2377.0,2381.483333333333,4.483333333333333,32,AITraining,5.0,base.q1.sched.s20260908,q1,RegionD,1472
31710,RegionD,RegionD,2377,2377.0,2378.9,1.9,64,AITraining,5.0,base.q1.sched.s20260908,q1,RegionD,1472
1055,RegionF,RegionF,2378,2378.0,2383.65,5.65,113,AITraining,5.0,base.q1.sched.s20260908,q1,RegionF,966
33418,RegionE,RegionE,2378,2378.0,2381.95,3.95,122,AITraining,5.0,base.q1.sched.s20260908,q1,RegionE,1012
29425,RegionF,RegionF,2378,2378.0,2381.883333333333,3.8833333333333333,98,AITraining,5.0,base.q1.sched.s20260908,q1,RegionF,966
36260,RegionF,RegionF,2378,2378.0,2381.483333333333,3.4833333333333334,85,AITraining,5.0,base.q1.sched.s20260908,q1,RegionF,966
17864,RegionD,RegionD,2378,2378.0,2379.7,1.7,120,AITraining,5.0,base.q1.sched.s20260908,q1,RegionD,1472
6507,RegionC,RegionC,2378,2378.0,2383.35,5.35,17,AITraining,5.0,base.q1.sched.s20260908,q1,RegionC,540
9591,RegionD,RegionD,2378,2378.0,2381.1833333333334,3.183333333333333,27,AITraining,5.0,base.q1.sched.s20260908,q1,RegionD,1472
39262,RegionE,RegionE,2378,2378.0,2378.4333333333334,0.43333333333333335,103,AITraining,5.0,base.q1.sched.s20260908,q1,RegionE,1012
46688,RegionE,RegionE,2378,2378.0,2378.4666666666667,0.4666666666666667,50,AITraining,5.0,base.q1.sched.s20260908,q1,RegionE,1012
16146,RegionE,RegionE,2378,2378.0,2378.3,0.3,60,AITraining,5.0,base.q1.sched.s20260908,q1,RegionE,1012
14419,RegionD,RegionD,2379,2379.0,2385.4333333333334,6.433333333333334,104,AITraining,5.0,base.q1.sched.s20260908,q1,RegionD,1472
31788,RegionD,RegionD,2379,2379.0,2384.8166666666666,5.816666666666666,81,AITraining,5.0,base.q1.sched.s20260908,q1,RegionD,1472
31539,RegionD,RegionD,2379,2379.0,2380.2833333333333,1.2833333333333334,103,AITraining,5.0,base.q1.sched.s20260908,q1,RegionD,1472
9845,RegionF,RegionF,2379,2379.0,2379.9166666666665,0.9166666666666666,102,AITraining,5.0,base.q1.sched.s20260908,q1,RegionF,966
7973,RegionE,RegionE,2379,2379.0,2380.116666666667,1.1166666666666667,70,AITraining,5.0,base.q1.sched.s20260908,q1,RegionE,1012
39010,RegionD,RegionD,2379,2379.0,2379.3333333333335,0.3333333333333333,86,AITraining,5.0,base.q1.sched.s20260908,q1,RegionD,1472
6052,RegionF,RegionF,2380,2380.0,2384.95,4.95,92,AITraining,5.0,base.q1.sched.s20260908,q1,RegionF,966
20964,RegionB,RegionB,2380,2380.0,2383.5,3.5,112,AITraining,5.0,base.q1.sched.s20260908,q1,RegionB,585
40898,RegionA,RegionA,2380,2380.0,2382.866666666667,2.8666666666666667,122,AITraining,5.0,base.q1.sched.s20260908,q1,RegionA,630
45172,RegionE,RegionE,2380,2380.0,2382.3333333333335,2.3333333333333335,73,AITraining,5.0,base.q1.sched.s20260908,q1,RegionE,1012
45404,RegionF,RegionF,2380,2380.0,2382.25,2.25,74,AITraining,5.0,base.q1.sched.s20260908,q1,RegionF,966
26584,RegionF,RegionF,2380,2381.0,2382.0666666666666,1.0666666666666667,125,AITraining,5.0,base.q1.sched.s20260908,q1,RegionF,966
43380,RegionD,RegionD,2380,2380.0,2381.2166666666667,1.2166666666666666,50,AITraining,5.0,base.q1.sched.s20260908,q1,RegionD,1472
30207,RegionD,RegionD,2380,2380.0,2381.55,1.55,33,AITraining,5.0,base.q1.sched.s20260908,q1,RegionD,1472
18713,RegionF,RegionF,2380,2380.0,2381.0833333333335,1.0833333333333333,38,AITraining,5.0,base.q1.sched.s20260908,q1,RegionF,966
36438,RegionB,RegionB,2380,2380.0,2381.2166666666667,1.2166666666666666,30,AITraining,5.0,base.q1.sched.s20260908,q1,RegionB,585
38738,RegionE,RegionE,2381,2381.0,2386.983333333333,5.983333333333333,85,AITraining,5.0,base.q1.sched.s20260908,q1,RegionE,1012
