TaskID,SourceRegion,AssignedRegion,ArrivalHour,StartHour,FinishHour,Duration_h,GPU_Demand,TaskType,NetworkLatency_ms,RunID,Question
43343,RegionC,RegionC,1869,1869.0,1870.0333333333333,1.0333333333333334,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
40583,RegionA,RegionA,1870,1870.0,1875.8833333333334,5.883333333333334,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
12754,RegionB,RegionB,1870,1870.0,1875.9,5.9,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
10170,RegionB,RegionB,1870,1870.0,1875.7333333333333,5.733333333333333,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
16014,RegionB,RegionB,1870,1870.0,1873.6666666666667,3.6666666666666665,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
23975,RegionA,RegionA,1870,1870.0,1871.2166666666667,1.2166666666666666,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
2850,RegionB,RegionB,1870,1870.0,1872.9,2.9,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
47325,RegionC,RegionC,1870,1870.0,1870.2,0.2,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
39515,RegionA,RegionA,1870,1870.0,1871.0333333333333,1.0333333333333334,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
18182,RegionE,RegionE,1871,1871.0,1875.0333333333333,4.033333333333333,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
12491,RegionB,RegionB,1871,1871.0,1877.2333333333333,6.233333333333333,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
36303,RegionB,RegionB,1871,1871.0,1873.5333333333333,2.533333333333333,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
37977,RegionC,RegionC,1871,1871.0,1872.4333333333334,1.4333333333333333,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
30431,RegionA,RegionA,1872,1872.0,1877.5166666666667,5.516666666666667,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
36035,RegionC,RegionC,1872,1872.0,1873.9166666666667,1.9166666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
44611,RegionA,RegionA,1872,1872.0,1875.7833333333333,3.783333333333333,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
16064,RegionA,RegionA,1872,1872.0,1872.2166666666667,0.21666666666666667,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
41280,RegionA,RegionA,1873,1873.0,1876.65,3.65,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
12093,RegionC,RegionC,1873,1873.0,1876.4,3.4,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
1620,RegionA,RegionA,1873,1873.0,1874.3666666666666,1.3666666666666667,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
35526,RegionA,RegionA,1873,1873.0,1874.3,1.3,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
29513,RegionB,RegionB,1874,1874.0,1880.1833333333334,6.183333333333334,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
41606,RegionE,RegionE,1874,1874.0,1877.1166666666666,3.1166666666666667,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
1580,RegionF,RegionF,1874,1874.0,1876.6166666666666,2.6166666666666667,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
17856,RegionA,RegionA,1874,1874.0,1874.3666666666666,0.36666666666666664,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
3825,RegionA,RegionA,1875,1875.0,1881.4333333333334,6.433333333333334,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
28845,RegionB,RegionB,1875,1875.0,1878.9833333333333,3.9833333333333334,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
46340,RegionC,RegionC,1875,1875.0,1879.9833333333333,4.983333333333333,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
45409,RegionC,RegionC,1875,1875.0,1876.2333333333333,1.2333333333333334,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
15793,RegionC,RegionC,1875,1875.0,1877.3166666666666,2.316666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
3874,RegionC,RegionC,1876,1876.0,1881.8333333333333,5.833333333333333,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
27307,RegionA,RegionA,1876,1876.0,1879.5333333333333,3.533333333333333,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
17615,RegionB,RegionB,1876,1876.0,1879.5333333333333,3.533333333333333,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
18694,RegionA,RegionA,1876,1876.0,1880.05,4.05,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
26031,RegionB,RegionB,1877,1877.0,1882.9166666666667,5.916666666666667,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
39437,RegionA,RegionA,1877,1877.0,1880.3666666666666,3.3666666666666667,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
28502,RegionA,RegionA,1877,1877.0,1883.5,6.5,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
12838,RegionA,RegionA,1877,1877.0,1880.2333333333333,3.2333333333333334,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
43256,RegionB,RegionB,1877,1877.0,1880.9666666666667,3.966666666666667,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
40891,RegionE,RegionE,1877,1877.0,1881.1333333333334,4.133333333333334,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
23815,RegionC,RegionC,1877,1877.0,1881.9666666666667,4.966666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
47447,RegionB,RegionB,1877,1877.0,1878.7166666666667,1.7166666666666666,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
48880,RegionC,RegionC,1878,1878.0,1884.15,6.15,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
20126,RegionA,RegionA,1878,1878.0,1882.2166666666667,4.216666666666667,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
45803,RegionC,RegionC,1878,1878.0,1883.6833333333334,5.683333333333334,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
27864,RegionF,RegionF,1878,1878.0,1882.85,4.85,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
3251,RegionC,RegionC,1878,1878.0,1882.7833333333333,4.783333333333333,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
17566,RegionA,RegionA,1878,1878.0,1880.8333333333333,2.8333333333333335,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
12194,RegionA,RegionA,1878,1878.0,1879.7666666666667,1.7666666666666666,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
41543,RegionB,RegionB,1878,1878.0,1879.3,1.3,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
18381,RegionA,RegionA,1878,1878.0,1878.5333333333333,0.5333333333333333,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
18618,RegionB,RegionB,1878,1878.0,1878.5666666666666,0.5666666666666667,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
5121,RegionC,RegionC,1879,1879.0,1883.0,4.0,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
16049,RegionC,RegionC,1879,1879.0,1882.8,3.8,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
16021,RegionB,RegionB,1879,1879.0,1881.2333333333333,2.2333333333333334,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
15525,RegionD,RegionD,1879,1879.0,1882.15,3.15,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
47214,RegionC,RegionC,1879,1879.0,1879.3833333333334,0.38333333333333336,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
2307,RegionC,RegionC,1880,1880.0,1882.5833333333333,2.5833333333333335,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
28381,RegionC,RegionC,1880,1880.0,1884.0666666666666,4.066666666666666,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
2458,RegionC,RegionC,1880,1880.0,1885.7166666666667,5.716666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
34874,RegionC,RegionC,1880,1880.0,1882.1166666666666,2.1166666666666667,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
25594,RegionD,RegionD,1880,1880.0,1883.9,3.9,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
27616,RegionA,RegionA,1880,1880.0,1880.95,0.95,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
11039,RegionA,RegionA,1881,1881.0,1887.5166666666667,6.516666666666667,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
23,RegionB,RegionB,1881,1881.0,1885.55,4.55,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
34126,RegionB,RegionB,1881,1881.0,1887.5333333333333,6.533333333333333,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
3781,RegionB,RegionB,1881,1881.0,1881.95,0.95,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
36254,RegionA,RegionA,1881,1881.0,1882.1833333333334,1.1833333333333333,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
14369,RegionC,RegionC,1881,1881.0,1882.2166666666667,1.2166666666666666,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
43431,RegionA,RegionA,1881,1881.0,1885.8333333333333,4.833333333333333,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
48226,RegionA,RegionA,1881,1881.0,1882.4166666666667,1.4166666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
49490,RegionC,RegionC,1882,1882.0,1886.9,4.9,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
33998,RegionA,RegionA,1882,1882.0,1885.4833333333333,3.4833333333333334,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
8925,RegionC,RegionC,1882,1882.0,1883.3666666666666,1.3666666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
22949,RegionC,RegionC,1882,1882.0,1882.3666666666666,0.36666666666666664,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
30770,RegionA,RegionA,1883,1883.0,1887.1666666666667,4.166666666666667,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
20587,RegionB,RegionB,1883,1883.0,1887.5,4.5,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
35390,RegionA,RegionA,1884,1884.0,1889.3166666666666,5.316666666666666,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
40387,RegionA,RegionA,1884,1884.0,1885.9333333333334,1.9333333333333333,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
35124,RegionC,RegionC,1884,1884.0,1886.8666666666666,2.8666666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
36193,RegionC,RegionC,1884,1884.0,1885.4166666666667,1.4166666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
16983,RegionA,RegionA,1884,1884.0,1884.2,0.2,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
49633,RegionC,RegionC,1885,1885.0,1889.45,4.45,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
224,RegionA,RegionA,1885,1885.0,1888.05,3.05,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
31648,RegionC,RegionC,1885,1885.0,1886.1,1.1,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
5568,RegionE,RegionE,1885,1885.0,1890.9333333333334,5.933333333333334,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
7992,RegionB,RegionB,1885,1885.0,1885.2666666666667,0.26666666666666666,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
37190,RegionC,RegionC,1886,1886.0,1892.55,6.55,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
34218,RegionC,RegionC,1886,1886.0,1890.2,4.2,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
1298,RegionA,RegionA,1886,1886.0,1889.85,3.85,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
36389,RegionB,RegionB,1886,1886.0,1889.7666666666667,3.7666666666666666,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
15939,RegionA,RegionA,1886,1886.0,1887.95,1.95,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
39631,RegionC,RegionC,1886,1886.0,1889.05,3.05,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
11005,RegionC,RegionC,1886,1886.0,1890.6666666666667,4.666666666666667,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
43445,RegionA,RegionA,1886,1886.0,1888.4833333333333,2.4833333333333334,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
38334,RegionA,RegionA,1886,1886.0,1888.4,2.4,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
13082,RegionB,RegionB,1886,1886.0,1888.1166666666666,2.1166666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
34336,RegionB,RegionB,1886,1886.0,1886.2166666666667,0.21666666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
5941,RegionC,RegionC,1887,1887.0,1892.8333333333333,5.833333333333333,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
2912,RegionA,RegionA,1887,1887.0,1888.85,1.85,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
23310,RegionC,RegionC,1887,1887.0,1888.45,1.45,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
15772,RegionB,RegionB,1887,1887.0,1889.8,2.8,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
15828,RegionA,RegionA,1887,1887.0,1887.6166666666666,0.6166666666666667,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
28252,RegionA,RegionA,1887,1887.0,1889.2,2.2,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
34191,RegionB,RegionB,1887,1887.0,1888.3,1.3,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
32739,RegionA,RegionA,1888,1888.0,1891.2833333333333,3.283333333333333,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
34004,RegionA,RegionA,1888,1888.0,1893.2833333333333,5.283333333333333,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
1878,RegionB,RegionB,1888,1888.0,1892.6333333333334,4.633333333333334,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
39947,RegionA,RegionA,1888,1888.0,1893.2833333333333,5.283333333333333,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
21734,RegionB,RegionB,1888,1888.0,1892.4166666666667,4.416666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
47458,RegionA,RegionA,1888,1888.0,1891.55,3.55,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
12460,RegionC,RegionC,1888,1888.0,1891.2833333333333,3.283333333333333,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
6268,RegionC,RegionC,1888,1888.0,1888.6,0.6,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
47552,RegionB,RegionB,1888,1888.0,1888.4166666666667,0.4166666666666667,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
11002,RegionB,RegionB,1888,1888.0,1888.85,0.85,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
16135,RegionD,RegionD,1888,1888.0,1888.5333333333333,0.5333333333333333,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
44227,RegionB,RegionB,1889,1889.0,1895.25,6.25,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
12315,RegionB,RegionB,1889,1889.0,1895.2,6.2,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
40149,RegionC,RegionC,1889,1889.0,1894.4166666666667,5.416666666666667,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
39184,RegionC,RegionC,1889,1889.0,1892.1,3.1,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
34440,RegionB,RegionB,1889,1889.0,1892.6666666666667,3.6666666666666665,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
21480,RegionC,RegionC,1890,1890.0,1896.25,6.25,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
44472,RegionC,RegionC,1890,1890.0,1894.1166666666666,4.116666666666666,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
24820,RegionE,RegionE,1890,1890.0,1892.5666666666666,2.566666666666667,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
17802,RegionA,RegionA,1890,1890.0,1892.45,2.45,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
1514,RegionE,RegionE,1890,1890.0,1892.0,2.0,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
47772,RegionE,RegionE,1890,1890.0,1895.8833333333334,5.883333333333334,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
31772,RegionC,RegionC,1890,1890.0,1892.45,2.45,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
40309,RegionA,RegionA,1891,1891.0,1897.4333333333334,6.433333333333334,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
12503,RegionA,RegionA,1891,1891.0,1896.2833333333333,5.283333333333333,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
49223,RegionA,RegionA,1891,1891.0,1895.6833333333334,4.683333333333334,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
24679,RegionB,RegionB,1891,1891.0,1897.0833333333333,6.083333333333333,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
6199,RegionA,RegionA,1891,1891.0,1893.2333333333333,2.2333333333333334,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
335,RegionA,RegionA,1891,1891.0,1893.5666666666666,2.566666666666667,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
5064,RegionA,RegionA,1891,1891.0,1894.4166666666667,3.4166666666666665,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
41447,RegionC,RegionC,1891,1891.0,1892.0333333333333,1.0333333333333334,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
34837,RegionA,RegionA,1891,1891.0,1896.6333333333334,5.633333333333334,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
21977,RegionB,RegionB,1891,1891.0,1891.5333333333333,0.5333333333333333,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
13213,RegionB,RegionB,1892,1892.0,1897.8833333333334,5.883333333333334,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
17803,RegionA,RegionA,1892,1892.0,1897.3166666666666,5.316666666666666,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
46290,RegionA,RegionA,1892,1892.0,1897.3,5.3,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
7357,RegionC,RegionC,1892,1892.0,1896.15,4.15,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
12403,RegionE,RegionE,1892,1892.0,1894.8666666666666,2.8666666666666667,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
34223,RegionB,RegionB,1892,1892.0,1894.2,2.2,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
35141,RegionB,RegionB,1892,1892.0,1894.4,2.4,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
47446,RegionA,RegionA,1893,1893.0,1895.95,2.95,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
41,RegionB,RegionB,1893,1893.0,1897.9666666666667,4.966666666666667,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
17144,RegionC,RegionC,1893,1893.0,1895.1333333333334,2.1333333333333333,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
36442,RegionC,RegionC,1894,1894.0,1897.7,3.7,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
4272,RegionB,RegionB,1894,1894.0,1896.2833333333333,2.283333333333333,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
27166,RegionB,RegionB,1894,1894.0,1899.7666666666667,5.766666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
34312,RegionF,RegionF,1894,1894.0,1896.1666666666667,2.1666666666666665,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
20672,RegionB,RegionB,1894,1894.0,1895.2166666666667,1.2166666666666666,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
15419,RegionC,RegionC,1894,1894.0,1894.5833333333333,0.5833333333333334,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
11733,RegionC,RegionC,1895,1895.0,1899.5666666666666,4.566666666666666,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
8868,RegionA,RegionA,1895,1895.0,1900.65,5.65,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
4757,RegionA,RegionA,1895,1895.0,1901.0333333333333,6.033333333333333,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
27548,RegionC,RegionC,1895,1895.0,1898.6666666666667,3.6666666666666665,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
21930,RegionB,RegionB,1895,1895.0,1896.8833333333334,1.8833333333333333,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
26295,RegionC,RegionC,1895,1895.0,1897.0833333333333,2.0833333333333335,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
44430,RegionB,RegionB,1895,1895.0,1896.15,1.15,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
18245,RegionB,RegionB,1896,1896.0,1901.7,5.7,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
38571,RegionA,RegionA,1896,1896.0,1900.8166666666666,4.816666666666666,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
30853,RegionC,RegionC,1896,1896.0,1899.2833333333333,3.283333333333333,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
43154,RegionE,RegionE,1896,1896.0,1898.7,2.7,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
5565,RegionB,RegionB,1896,1896.0,1901.45,5.45,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
5915,RegionC,RegionC,1896,1896.0,1898.4166666666667,2.4166666666666665,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
13439,RegionC,RegionC,1896,1896.0,1898.3666666666666,2.3666666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
33199,RegionA,RegionA,1896,1896.0,1896.65,0.65,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
18483,RegionC,RegionC,1897,1897.0,1902.3166666666666,5.316666666666666,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
10536,RegionA,RegionA,1897,1897.0,1902.65,5.65,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
8741,RegionC,RegionC,1897,1897.0,1901.0166666666667,4.016666666666667,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
29941,RegionB,RegionB,1897,1897.0,1901.1333333333334,4.133333333333334,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
20983,RegionF,RegionF,1897,1897.0,1900.7666666666667,3.7666666666666666,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
40738,RegionB,RegionB,1897,1897.0,1898.7333333333333,1.7333333333333334,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
27455,RegionB,RegionB,1897,1897.0,1897.4166666666667,0.4166666666666667,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
10604,RegionC,RegionC,1897,1897.0,1899.0833333333333,2.0833333333333335,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
30162,RegionA,RegionA,1897,1897.0,1897.3333333333333,0.3333333333333333,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
19419,RegionB,RegionB,1898,1898.0,1902.8333333333333,4.833333333333333,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
3218,RegionC,RegionC,1898,1898.0,1902.15,4.15,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
14002,RegionC,RegionC,1898,1898.0,1901.1166666666666,3.1166666666666667,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
46950,RegionC,RegionC,1898,1898.0,1898.2,0.2,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
35611,RegionA,RegionA,1899,1899.0,1904.65,5.65,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
11172,RegionA,RegionA,1899,1899.0,1904.9,5.9,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
21332,RegionA,RegionA,1899,1899.0,1899.7166666666667,0.7166666666666667,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
43034,RegionC,RegionC,1899,1899.0,1899.1833333333334,0.18333333333333332,1,RealTimeInference,5.0,base.q1.sched.s20260908,q1
21832,RegionB,RegionB,1900,1900.0,1905.5666666666666,5.566666666666666,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
3549,RegionA,RegionA,1900,1900.0,1905.6666666666667,5.666666666666667,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
46310,RegionA,RegionA,1900,1900.0,1902.0166666666667,2.0166666666666666,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
14318,RegionD,RegionD,1900,1900.0,1900.9166666666667,0.9166666666666666,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
48166,RegionA,RegionA,1900,1900.0,1900.45,0.45,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
3709,RegionB,RegionB,1901,1901.0,1907.2333333333333,6.233333333333333,7,RealTimeInference,5.0,base.q1.sched.s20260908,q1
9128,RegionC,RegionC,1901,1901.0,1907.3166666666666,6.316666666666666,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
49977,RegionA,RegionA,1901,1901.0,1907.1666666666667,6.166666666666667,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
33928,RegionB,RegionB,1901,1901.0,1905.9,4.9,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
47665,RegionC,RegionC,1901,1901.0,1903.7166666666667,2.716666666666667,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
33932,RegionA,RegionA,1901,1901.0,1907.4833333333333,6.483333333333333,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
9968,RegionC,RegionC,1901,1901.0,1906.4333333333334,5.433333333333334,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
27971,RegionA,RegionA,1901,1901.0,1902.9166666666667,1.9166666666666667,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
43919,RegionB,RegionB,1901,1901.0,1904.4333333333334,3.433333333333333,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
31139,RegionA,RegionA,1901,1901.0,1904.0833333333333,3.0833333333333335,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
15038,RegionC,RegionC,1902,1902.0,1908.4666666666667,6.466666666666667,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
43948,RegionF,RegionF,1902,1902.0,1904.8,2.8,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
26137,RegionC,RegionC,1902,1902.0,1904.55,2.55,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
25078,RegionA,RegionA,1902,1902.0,1902.9666666666667,0.9666666666666667,6,RealTimeInference,5.0,base.q1.sched.s20260908,q1
27889,RegionC,RegionC,1902,1902.0,1902.6,0.6,2,RealTimeInference,5.0,base.q1.sched.s20260908,q1
21744,RegionF,RegionF,1903,1903.0,1908.0,5.0,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
46551,RegionC,RegionC,1903,1903.0,1907.5666666666666,4.566666666666666,5,RealTimeInference,5.0,base.q1.sched.s20260908,q1
4415,RegionA,RegionA,1903,1903.0,1909.1,6.1,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
39874,RegionD,RegionD,1903,1903.0,1907.5666666666666,4.566666666666666,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
22426,RegionE,RegionE,1903,1903.0,1906.5,3.5,4,RealTimeInference,5.0,base.q1.sched.s20260908,q1
45438,RegionA,RegionA,1903,1903.0,1907.0333333333333,4.033333333333333,3,RealTimeInference,5.0,base.q1.sched.s20260908,q1
