TaskID,TaskType,ArrivalHour,GPU_Demand,EstimatedDuration_min,DelaySensitivity,SourceRegion,MaxLatency_ms,LatestFinishHour,EarliestStartHour,ExecutionMode,Duration_h,FinishIfArrival
1229,BatchInference,1325,8,330,Medium,RegionC,80,2406,1325,NonPreemptive,5.5,1330.5
1230,RealTimeInference,27,1,157,High,RegionB,20,30,27,NonPreemptive,2.6166666666666667,29.616666666666667
1231,BatchInference,1571,22,211,Medium,RegionE,80,2406,1571,NonPreemptive,3.5166666666666666,1574.5166666666667
1232,RealTimeInference,1829,4,135,High,RegionE,20,1832,1829,NonPreemptive,2.25,1831.25
1233,BatchInference,1350,14,378,Medium,RegionA,80,2406,1350,NonPreemptive,6.3,1356.3
1234,BatchInference,2385,9,334,Medium,RegionB,80,2406,2385,NonPreemptive,5.566666666666666,2390.5666666666666
1235,AITraining,2346,23,185,Low,RegionD,150,2406,2346,NonPreemptive,3.0833333333333335,2349.0833333333335
1236,RealTimeInference,1071,4,213,High,RegionB,20,1075,1071,NonPreemptive,3.55,1074.55
1237,AITraining,1472,117,40,Low,RegionE,150,2406,1472,NonPreemptive,0.6666666666666666,1472.6666666666667
1238,AITraining,967,19,374,Low,RegionF,150,2406,967,NonPreemptive,6.233333333333333,973.2333333333333
1239,RealTimeInference,484,2,385,High,RegionA,20,491,484,NonPreemptive,6.416666666666667,490.4166666666667
1240,BatchInference,1256,6,54,Medium,RegionA,80,2406,1256,NonPreemptive,0.9,1256.9
1241,RealTimeInference,1660,4,164,High,RegionA,20,1663,1660,NonPreemptive,2.7333333333333334,1662.7333333333333
1242,AITraining,2058,61,372,Low,RegionD,150,2406,2058,NonPreemptive,6.2,2064.2
1243,AITraining,1273,79,60,Low,RegionE,150,2406,1273,NonPreemptive,1.0,1274.0
1244,AITraining,480,65,324,Low,RegionF,150,2406,480,NonPreemptive,5.4,485.4
1245,AITraining,1208,30,39,Low,RegionF,150,2406,1208,NonPreemptive,0.65,1208.65
1246,BatchInference,904,13,134,Medium,RegionA,80,2406,904,NonPreemptive,2.2333333333333334,906.2333333333333
1247,RealTimeInference,547,5,133,High,RegionA,20,550,547,NonPreemptive,2.216666666666667,549.2166666666667
1248,BatchInference,627,8,96,Medium,RegionB,80,2406,627,NonPreemptive,1.6,628.6
1249,BatchInference,1530,9,283,Medium,RegionC,80,2406,1530,NonPreemptive,4.716666666666667,1534.7166666666667
1250,BatchInference,2249,12,294,Medium,RegionD,80,2406,2249,NonPreemptive,4.9,2253.9
1251,BatchInference,2201,16,135,Medium,RegionE,80,2406,2201,NonPreemptive,2.25,2203.25
1252,AITraining,894,32,233,Low,RegionF,150,2406,894,NonPreemptive,3.8833333333333333,897.8833333333333
1253,RealTimeInference,335,6,78,High,RegionA,20,337,335,NonPreemptive,1.3,336.3
1254,AITraining,1829,52,171,Low,RegionD,150,2406,1829,NonPreemptive,2.85,1831.85
1255,AITraining,1481,124,388,Low,RegionD,150,2406,1481,NonPreemptive,6.466666666666667,1487.4666666666667
1256,RealTimeInference,2310,7,396,High,RegionB,20,2317,2310,NonPreemptive,6.6,2316.6
1257,RealTimeInference,252,2,118,High,RegionC,20,254,252,NonPreemptive,1.9666666666666666,253.96666666666667
1258,AITraining,2070,66,350,Low,RegionF,150,2406,2070,NonPreemptive,5.833333333333333,2075.8333333333335
1259,RealTimeInference,2345,6,309,High,RegionA,20,2351,2345,NonPreemptive,5.15,2350.15
1260,AITraining,613,26,333,Low,RegionD,150,2406,613,NonPreemptive,5.55,618.55
1261,RealTimeInference,1343,3,101,High,RegionB,20,1345,1343,NonPreemptive,1.6833333333333333,1344.6833333333334
1262,AITraining,1809,78,134,Low,RegionE,150,2406,1809,NonPreemptive,2.2333333333333334,1811.2333333333333
1263,RealTimeInference,841,3,120,High,RegionC,20,843,841,NonPreemptive,2.0,843.0
1264,AITraining,2388,113,282,Low,RegionF,150,2406,2388,NonPreemptive,4.7,2392.7
1265,BatchInference,372,6,347,Medium,RegionF,80,2406,372,NonPreemptive,5.783333333333333,377.78333333333336
1266,AITraining,1824,119,258,Low,RegionC,150,2406,1824,NonPreemptive,4.3,1828.3
1267,RealTimeInference,1857,2,174,High,RegionA,20,1860,1857,NonPreemptive,2.9,1859.9
1268,RealTimeInference,2102,7,17,High,RegionB,20,2103,2102,NonPreemptive,0.2833333333333333,2102.2833333333333
1269,BatchInference,1871,8,110,Medium,RegionD,80,2406,1871,NonPreemptive,1.8333333333333333,1872.8333333333333
1270,AITraining,236,51,156,Low,RegionE,150,2406,236,NonPreemptive,2.6,238.6
1271,AITraining,1893,79,126,Low,RegionF,150,2406,1893,NonPreemptive,2.1,1895.1
1272,AITraining,1262,113,319,Low,RegionA,150,2406,1262,NonPreemptive,5.316666666666666,1267.3166666666666
1273,AITraining,89,60,149,Low,RegionD,150,2406,89,NonPreemptive,2.4833333333333334,91.48333333333333
1274,BatchInference,1042,14,14,Medium,RegionB,80,2406,1042,NonPreemptive,0.23333333333333334,1042.2333333333333
1275,RealTimeInference,892,1,29,High,RegionB,20,893,892,NonPreemptive,0.48333333333333334,892.4833333333333
1276,AITraining,299,56,21,Low,RegionE,150,2406,299,NonPreemptive,0.35,299.35
1277,RealTimeInference,1735,6,380,High,RegionC,20,1742,1735,NonPreemptive,6.333333333333333,1741.3333333333333
1278,BatchInference,261,22,313,Medium,RegionF,80,2406,261,NonPreemptive,5.216666666666667,266.21666666666664
1279,AITraining,246,123,317,Low,RegionC,150,2406,246,NonPreemptive,5.283333333333333,251.28333333333333
1280,RealTimeInference,1933,6,259,High,RegionA,20,1938,1933,NonPreemptive,4.316666666666666,1937.3166666666666
1281,RealTimeInference,1175,4,225,High,RegionB,20,1179,1175,NonPreemptive,3.75,1178.75
1282,BatchInference,737,18,212,Medium,RegionD,80,2406,737,NonPreemptive,3.533333333333333,740.5333333333333
1283,RealTimeInference,1721,1,188,High,RegionC,20,1725,1721,NonPreemptive,3.1333333333333333,1724.1333333333334
1284,BatchInference,1566,17,91,Medium,RegionE,80,2406,1566,NonPreemptive,1.5166666666666666,1567.5166666666667
1285,BatchInference,1546,22,248,Medium,RegionA,80,2406,1546,NonPreemptive,4.133333333333334,1550.1333333333334
1286,BatchInference,328,7,374,Medium,RegionA,80,2406,328,NonPreemptive,6.233333333333333,334.23333333333335
1287,AITraining,2208,50,338,Low,RegionD,150,2406,2208,NonPreemptive,5.633333333333334,2213.633333333333
1288,RealTimeInference,1424,4,346,High,RegionB,20,1430,1424,NonPreemptive,5.766666666666667,1429.7666666666667
1289,RealTimeInference,731,1,156,High,RegionB,20,734,731,NonPreemptive,2.6,733.6
1290,AITraining,1609,78,334,Low,RegionF,150,2406,1609,NonPreemptive,5.566666666666666,1614.5666666666666
1291,AITraining,521,28,198,Low,RegionF,150,2406,521,NonPreemptive,3.3,524.3
1292,AITraining,912,46,123,Low,RegionB,150,2406,912,NonPreemptive,2.05,914.05
1293,RealTimeInference,93,6,180,High,RegionA,20,96,93,NonPreemptive,3.0,96.0
1294,BatchInference,1896,6,307,Medium,RegionB,80,2406,1896,NonPreemptive,5.116666666666666,1901.1166666666666
1295,AITraining,2230,79,286,Low,RegionE,150,2406,2230,NonPreemptive,4.766666666666667,2234.766666666667
1296,BatchInference,2178,19,203,Medium,RegionD,80,2406,2178,NonPreemptive,3.3833333333333333,2181.383333333333
1297,BatchInference,940,12,44,Medium,RegionE,80,2406,940,NonPreemptive,0.7333333333333333,940.7333333333333
1298,RealTimeInference,1886,6,231,High,RegionA,20,1890,1886,NonPreemptive,3.85,1889.85
1299,BatchInference,635,18,28,Medium,RegionA,80,2406,635,NonPreemptive,0.4666666666666667,635.4666666666667
1300,BatchInference,772,21,291,Medium,RegionB,80,2406,772,NonPreemptive,4.85,776.85
1301,AITraining,462,119,39,Low,RegionD,150,2406,462,NonPreemptive,0.65,462.65
1302,RealTimeInference,1717,7,74,High,RegionB,20,1719,1717,NonPreemptive,1.2333333333333334,1718.2333333333333
1303,AITraining,64,51,46,Low,RegionF,150,2406,64,NonPreemptive,0.7666666666666667,64.76666666666667
1304,RealTimeInference,844,1,46,High,RegionD,20,845,844,NonPreemptive,0.7666666666666667,844.7666666666667
1305,RealTimeInference,413,5,398,High,RegionA,20,420,413,NonPreemptive,6.633333333333334,419.6333333333333
1306,AITraining,137,75,136,Low,RegionD,150,2406,137,NonPreemptive,2.2666666666666666,139.26666666666668
1307,BatchInference,199,4,44,Medium,RegionB,80,2406,199,NonPreemptive,0.7333333333333333,199.73333333333332
1308,RealTimeInference,181,2,113,High,RegionB,20,183,181,NonPreemptive,1.8833333333333333,182.88333333333333
1309,BatchInference,1797,12,393,Medium,RegionD,80,2406,1797,NonPreemptive,6.55,1803.55
1310,RealTimeInference,2210,4,367,High,RegionC,20,2217,2210,NonPreemptive,6.116666666666666,2216.116666666667
1311,RealTimeInference,231,3,268,High,RegionF,20,236,231,NonPreemptive,4.466666666666667,235.46666666666667
1312,RealTimeInference,2063,6,182,High,RegionA,20,2067,2063,NonPreemptive,3.033333333333333,2066.0333333333333
1313,BatchInference,959,5,70,Medium,RegionB,80,2406,959,NonPreemptive,1.1666666666666667,960.1666666666666
1314,AITraining,2359,98,367,Low,RegionD,150,2406,2359,NonPreemptive,6.116666666666666,2365.116666666667
1315,BatchInference,2365,19,154,Medium,RegionD,80,2406,2365,NonPreemptive,2.566666666666667,2367.5666666666666
1316,AITraining,1313,49,22,Low,RegionE,150,2406,1313,NonPreemptive,0.36666666666666664,1313.3666666666666
1317,RealTimeInference,1236,7,299,High,RegionD,20,1241,1236,NonPreemptive,4.983333333333333,1240.9833333333333
1318,RealTimeInference,2135,7,224,High,RegionA,20,2139,2135,NonPreemptive,3.7333333333333334,2138.733333333333
1319,RealTimeInference,1693,6,36,High,RegionA,20,1694,1693,NonPreemptive,0.6,1693.6
1320,BatchInference,1127,10,304,Medium,RegionB,80,2406,1127,NonPreemptive,5.066666666666666,1132.0666666666666
1321,RealTimeInference,2280,1,242,High,RegionB,20,2285,2280,NonPreemptive,4.033333333333333,2284.0333333333333
1322,AITraining,717,45,278,Low,RegionE,150,2406,717,NonPreemptive,4.633333333333334,721.6333333333333
1323,AITraining,1749,36,284,Low,RegionF,150,2406,1749,NonPreemptive,4.733333333333333,1753.7333333333333
1324,AITraining,2030,72,223,Low,RegionF,150,2406,2030,NonPreemptive,3.716666666666667,2033.7166666666667
1325,RealTimeInference,1410,7,192,High,RegionA,20,1414,1410,NonPreemptive,3.2,1413.2
1326,AITraining,1561,38,83,Low,RegionD,150,2406,1561,NonPreemptive,1.3833333333333333,1562.3833333333334
1327,AITraining,1305,25,63,Low,RegionD,150,2406,1305,NonPreemptive,1.05,1306.05
1328,AITraining,1705,67,169,Low,RegionE,150,2406,1705,NonPreemptive,2.816666666666667,1707.8166666666666
1329,BatchInference,611,21,187,Medium,RegionD,80,2406,611,NonPreemptive,3.1166666666666667,614.1166666666667
1330,BatchInference,1541,17,344,Medium,RegionF,80,2406,1541,NonPreemptive,5.733333333333333,1546.7333333333333
1331,RealTimeInference,2203,6,200,High,RegionA,20,2207,2203,NonPreemptive,3.3333333333333335,2206.3333333333335
1332,BatchInference,987,7,68,Medium,RegionA,80,2406,987,NonPreemptive,1.1333333333333333,988.1333333333333
1333,RealTimeInference,1231,7,21,High,RegionA,20,1232,1231,NonPreemptive,0.35,1231.35
1334,AITraining,591,46,299,Low,RegionD,150,2406,591,NonPreemptive,4.983333333333333,595.9833333333333
1335,BatchInference,236,21,363,Medium,RegionD,80,2406,236,NonPreemptive,6.05,242.05
1336,AITraining,1690,90,58,Low,RegionF,150,2406,1690,NonPreemptive,0.9666666666666667,1690.9666666666667
1337,BatchInference,2282,18,250,Medium,RegionF,80,2406,2282,NonPreemptive,4.166666666666667,2286.1666666666665
1338,AITraining,549,108,105,Low,RegionC,150,2406,549,NonPreemptive,1.75,550.75
1339,BatchInference,994,9,352,Medium,RegionB,80,2406,994,NonPreemptive,5.866666666666666,999.8666666666667
1340,BatchInference,832,21,399,Medium,RegionC,80,2406,832,NonPreemptive,6.65,838.65
1341,BatchInference,323,8,386,Medium,RegionD,80,2406,323,NonPreemptive,6.433333333333334,329.43333333333334
1342,BatchInference,1519,14,74,Medium,RegionD,80,2406,1519,NonPreemptive,1.2333333333333334,1520.2333333333333
1343,RealTimeInference,2193,3,146,High,RegionC,20,2196,2193,NonPreemptive,2.433333333333333,2195.4333333333334
1344,AITraining,780,42,109,Low,RegionA,150,2406,780,NonPreemptive,1.8166666666666667,781.8166666666667
1345,RealTimeInference,1099,2,316,High,RegionA,20,1105,1099,NonPreemptive,5.266666666666667,1104.2666666666667
1346,BatchInference,161,16,186,Medium,RegionB,80,2406,161,NonPreemptive,3.1,164.1
1347,RealTimeInference,770,6,188,High,RegionB,20,774,770,NonPreemptive,3.1333333333333333,773.1333333333333
1348,AITraining,2289,52,195,Low,RegionE,150,2406,2289,NonPreemptive,3.25,2292.25
1349,RealTimeInference,1963,7,325,High,RegionC,20,1969,1963,NonPreemptive,5.416666666666667,1968.4166666666667
1350,RealTimeInference,1363,3,129,High,RegionE,20,1366,1363,NonPreemptive,2.15,1365.15
1351,BatchInference,62,13,32,Medium,RegionA,80,2406,62,NonPreemptive,0.5333333333333333,62.53333333333333
1352,RealTimeInference,778,5,244,High,RegionA,20,783,778,NonPreemptive,4.066666666666666,782.0666666666667
1353,AITraining,480,28,33,Low,RegionD,150,2406,480,NonPreemptive,0.55,480.55
1354,AITraining,1961,123,282,Low,RegionE,150,2406,1961,NonPreemptive,4.7,1965.7
1355,RealTimeInference,837,4,290,High,RegionC,20,842,837,NonPreemptive,4.833333333333333,841.8333333333334
1356,BatchInference,980,12,349,Medium,RegionE,80,2406,980,NonPreemptive,5.816666666666666,985.8166666666667
1357,AITraining,1317,98,149,Low,RegionF,150,2406,1317,NonPreemptive,2.4833333333333334,1319.4833333333333
1358,BatchInference,1559,8,110,Medium,RegionA,80,2406,1559,NonPreemptive,1.8333333333333333,1560.8333333333333
1359,BatchInference,2185,19,37,Medium,RegionB,80,2406,2185,NonPreemptive,0.6166666666666667,2185.616666666667
1360,AITraining,1471,56,312,Low,RegionD,150,2406,1471,NonPreemptive,5.2,1476.2
1361,BatchInference,1071,19,265,Medium,RegionD,80,2406,1071,NonPreemptive,4.416666666666667,1075.4166666666667
1362,BatchInference,2100,17,245,Medium,RegionE,80,2406,2100,NonPreemptive,4.083333333333333,2104.0833333333335
1363,BatchInference,1908,12,22,Medium,RegionF,80,2406,1908,NonPreemptive,0.36666666666666664,1908.3666666666666
1364,RealTimeInference,1923,2,109,High,RegionA,20,1925,1923,NonPreemptive,1.8166666666666667,1924.8166666666666
1365,BatchInference,832,5,146,Medium,RegionB,80,2406,832,NonPreemptive,2.433333333333333,834.4333333333333
1366,BatchInference,1281,12,319,Medium,RegionB,80,2406,1281,NonPreemptive,5.316666666666666,1286.3166666666666
1367,BatchInference,187,4,118,Medium,RegionC,80,2406,187,NonPreemptive,1.9666666666666666,188.96666666666667
1368,AITraining,906,102,246,Low,RegionE,150,2406,906,NonPreemptive,4.1,910.1
1369,AITraining,597,49,225,Low,RegionF,150,2406,597,NonPreemptive,3.75,600.75
1370,RealTimeInference,1068,7,283,High,RegionF,20,1073,1068,NonPreemptive,4.716666666666667,1072.7166666666667
1371,AITraining,2392,18,335,Low,RegionC,150,2406,2392,NonPreemptive,5.583333333333333,2397.5833333333335
1372,AITraining,1710,123,158,Low,RegionD,150,2406,1710,NonPreemptive,2.6333333333333333,1712.6333333333334
1373,BatchInference,624,11,74,Medium,RegionC,80,2406,624,NonPreemptive,1.2333333333333334,625.2333333333333
1374,RealTimeInference,1351,4,261,High,RegionB,20,1356,1351,NonPreemptive,4.35,1355.35
1375,RealTimeInference,1555,3,322,High,RegionC,20,1561,1555,NonPreemptive,5.366666666666666,1560.3666666666666
1376,AITraining,1006,64,63,Low,RegionF,150,2406,1006,NonPreemptive,1.05,1007.05
1377,BatchInference,2255,13,53,Medium,RegionA,80,2406,2255,NonPreemptive,0.8833333333333333,2255.883333333333
1378,AITraining,1382,62,83,Low,RegionD,150,2406,1382,NonPreemptive,1.3833333333333333,1383.3833333333334
1379,BatchInference,2001,17,174,Medium,RegionB,80,2406,2001,NonPreemptive,2.9,2003.9
1380,AITraining,2009,117,267,Low,RegionE,150,2406,2009,NonPreemptive,4.45,2013.45
1381,BatchInference,689,20,147,Medium,RegionD,80,2406,689,NonPreemptive,2.45,691.45
1382,AITraining,1442,50,120,Low,RegionF,150,2406,1442,NonPreemptive,2.0,1444.0
1383,RealTimeInference,573,6,277,High,RegionE,20,578,573,NonPreemptive,4.616666666666666,577.6166666666667
1384,AITraining,2238,69,33,Low,RegionC,150,2406,2238,NonPreemptive,0.55,2238.55
1385,BatchInference,753,14,237,Medium,RegionB,80,2406,753,NonPreemptive,3.95,756.95
1386,AITraining,240,75,330,Low,RegionD,150,2406,240,NonPreemptive,5.5,245.5
1387,AITraining,138,99,165,Low,RegionE,150,2406,138,NonPreemptive,2.75,140.75
1388,RealTimeInference,198,7,113,High,RegionC,20,200,198,NonPreemptive,1.8833333333333333,199.88333333333333
1389,RealTimeInference,1689,4,292,High,RegionC,20,1694,1689,NonPreemptive,4.866666666666666,1693.8666666666666
1390,RealTimeInference,947,6,179,High,RegionA,20,950,947,NonPreemptive,2.9833333333333334,949.9833333333333
1391,RealTimeInference,618,3,231,High,RegionA,20,622,618,NonPreemptive,3.85,621.85
1392,RealTimeInference,895,1,143,High,RegionA,20,898,895,NonPreemptive,2.3833333333333333,897.3833333333333
1393,AITraining,1867,22,233,Low,RegionD,150,2406,1867,NonPreemptive,3.8833333333333333,1870.8833333333334
1394,BatchInference,247,4,16,Medium,RegionD,80,2406,247,NonPreemptive,0.26666666666666666,247.26666666666668
1395,AITraining,1979,72,21,Low,RegionF,150,2406,1979,NonPreemptive,0.35,1979.35
1396,AITraining,1998,31,52,Low,RegionF,150,2406,1998,NonPreemptive,0.8666666666666667,1998.8666666666666
1397,RealTimeInference,27,5,144,High,RegionA,20,30,27,NonPreemptive,2.4,29.4
1398,AITraining,2259,115,169,Low,RegionD,150,2406,2259,NonPreemptive,2.816666666666667,2261.8166666666666
1399,BatchInference,48,14,234,Medium,RegionC,80,2406,48,NonPreemptive,3.9,51.9
1400,RealTimeInference,2168,7,54,High,RegionB,20,2169,2168,NonPreemptive,0.9,2168.9
1401,AITraining,1125,101,141,Low,RegionE,150,2406,1125,NonPreemptive,2.35,1127.35
1402,AITraining,1174,119,166,Low,RegionF,150,2406,1174,NonPreemptive,2.7666666666666666,1176.7666666666667
1403,RealTimeInference,2057,2,214,High,RegionA,20,2061,2057,NonPreemptive,3.566666666666667,2060.5666666666666
1404,AITraining,1763,94,227,Low,RegionD,150,2406,1763,NonPreemptive,3.783333333333333,1766.7833333333333
1405,RealTimeInference,438,4,113,High,RegionA,20,440,438,NonPreemptive,1.8833333333333333,439.8833333333333
1406,RealTimeInference,2147,1,321,High,RegionB,20,2153,2147,NonPreemptive,5.35,2152.35
1407,RealTimeInference,987,4,340,High,RegionB,20,993,987,NonPreemptive,5.666666666666667,992.6666666666666
1408,RealTimeInference,2156,7,37,High,RegionC,20,2157,2156,NonPreemptive,0.6166666666666667,2156.616666666667
1409,BatchInference,1451,12,68,Medium,RegionF,80,2406,1451,NonPreemptive,1.1333333333333333,1452.1333333333334
1410,BatchInference,1625,15,371,Medium,RegionA,80,2406,1625,NonPreemptive,6.183333333333334,1631.1833333333334
1411,RealTimeInference,1528,1,34,High,RegionA,20,1529,1528,NonPreemptive,0.5666666666666667,1528.5666666666666
1412,BatchInference,1880,13,348,Medium,RegionB,80,2406,1880,NonPreemptive,5.8,1885.8
1413,AITraining,996,26,190,Low,RegionE,150,2406,996,NonPreemptive,3.1666666666666665,999.1666666666666
1414,AITraining,925,87,77,Low,RegionE,150,2406,925,NonPreemptive,1.2833333333333334,926.2833333333333
1415,BatchInference,330,18,330,Medium,RegionE,80,2406,330,NonPreemptive,5.5,335.5
1416,AITraining,129,64,225,Low,RegionF,150,2406,129,NonPreemptive,3.75,132.75
1417,RealTimeInference,1660,6,66,High,RegionA,20,1662,1660,NonPreemptive,1.1,1661.1
1418,BatchInference,1544,18,183,Medium,RegionB,80,2406,1544,NonPreemptive,3.05,1547.05
1419,AITraining,1949,41,379,Low,RegionD,150,2406,1949,NonPreemptive,6.316666666666666,1955.3166666666666
1420,RealTimeInference,38,5,317,High,RegionB,20,44,38,NonPreemptive,5.283333333333333,43.28333333333333
1421,AITraining,701,120,63,Low,RegionF,150,2406,701,NonPreemptive,1.05,702.05
1422,RealTimeInference,2047,1,235,High,RegionD,20,2051,2047,NonPreemptive,3.9166666666666665,2050.9166666666665
1423,BatchInference,1356,18,70,Medium,RegionA,80,2406,1356,NonPreemptive,1.1666666666666667,1357.1666666666667
1424,AITraining,390,36,399,Low,RegionD,150,2406,390,NonPreemptive,6.65,396.65
1425,AITraining,174,53,95,Low,RegionD,150,2406,174,NonPreemptive,1.5833333333333333,175.58333333333334
1426,RealTimeInference,865,6,87,High,RegionB,20,867,865,NonPreemptive,1.45,866.45
1427,AITraining,2321,89,232,Low,RegionE,150,2406,2321,NonPreemptive,3.8666666666666667,2324.866666666667
1428,BatchInference,1110,6,15,Medium,RegionE,80,2406,1110,NonPreemptive,0.25,1110.25
1429,RealTimeInference,304,5,244,High,RegionF,20,309,304,NonPreemptive,4.066666666666666,308.06666666666666
1430,AITraining,1148,123,218,Low,RegionC,150,2406,1148,NonPreemptive,3.6333333333333333,1151.6333333333334
1431,AITraining,2308,127,342,Low,RegionD,150,2406,2308,NonPreemptive,5.7,2313.7
1432,AITraining,134,65,360,Low,RegionD,150,2406,134,NonPreemptive,6.0,140.0
1433,RealTimeInference,1288,4,178,High,RegionB,20,1291,1288,NonPreemptive,2.966666666666667,1290.9666666666667
1434,RealTimeInference,848,4,193,High,RegionC,20,852,848,NonPreemptive,3.216666666666667,851.2166666666667
1435,AITraining,590,79,341,Low,RegionF,150,2406,590,NonPreemptive,5.683333333333334,595.6833333333333
1436,AITraining,1631,26,98,Low,RegionA,150,2406,1631,NonPreemptive,1.6333333333333333,1632.6333333333334
1437,RealTimeInference,1225,2,320,High,RegionA,20,1231,1225,NonPreemptive,5.333333333333333,1230.3333333333333
1438,RealTimeInference,2309,6,163,High,RegionA,20,2312,2309,NonPreemptive,2.716666666666667,2311.7166666666667
1439,RealTimeInference,2321,6,117,High,RegionB,20,2323,2321,NonPreemptive,1.95,2322.95
1440,BatchInference,2214,22,68,Medium,RegionD,80,2406,2214,NonPreemptive,1.1333333333333333,2215.133333333333
1441,BatchInference,1572,5,116,Medium,RegionE,80,2406,1572,NonPreemptive,1.9333333333333333,1573.9333333333334
1442,AITraining,573,58,345,Low,RegionF,150,2406,573,NonPreemptive,5.75,578.75
1443,AITraining,321,81,256,Low,RegionC,150,2406,321,NonPreemptive,4.266666666666667,325.26666666666665
1444,AITraining,1416,23,371,Low,RegionD,150,2406,1416,NonPreemptive,6.183333333333334,1422.1833333333334
1445,RealTimeInference,400,6,48,High,RegionB,20,401,400,NonPreemptive,0.8,400.8
1446,BatchInference,950,20,93,Medium,RegionD,80,2406,950,NonPreemptive,1.55,951.55
1447,RealTimeInference,1395,2,102,High,RegionC,20,1397,1395,NonPreemptive,1.7,1396.7
1448,AITraining,1624,101,146,Low,RegionF,150,2406,1624,NonPreemptive,2.433333333333333,1626.4333333333334
1449,BatchInference,121,8,45,Medium,RegionA,80,2406,121,NonPreemptive,0.75,121.75
1450,AITraining,1119,116,165,Low,RegionD,150,2406,1119,NonPreemptive,2.75,1121.75
1451,BatchInference,2009,13,180,Medium,RegionB,80,2406,2009,NonPreemptive,3.0,2012.0
1452,RealTimeInference,1457,5,179,High,RegionB,20,1460,1457,NonPreemptive,2.9833333333333334,1459.9833333333333
1453,AITraining,1537,119,64,Low,RegionE,150,2406,1537,NonPreemptive,1.0666666666666667,1538.0666666666666
1454,BatchInference,760,11,100,Medium,RegionE,80,2406,760,NonPreemptive,1.6666666666666667,761.6666666666666
1455,AITraining,2399,37,164,Low,RegionF,150,2406,2399,NonPreemptive,2.7333333333333334,2401.733333333333
1456,AITraining,1556,108,150,Low,RegionB,150,2406,1556,NonPreemptive,2.5,1558.5
1457,RealTimeInference,1209,5,237,High,RegionA,20,1213,1209,NonPreemptive,3.95,1212.95
1458,RealTimeInference,301,1,257,High,RegionB,20,306,301,NonPreemptive,4.283333333333333,305.28333333333336
1459,RealTimeInference,1097,7,43,High,RegionB,20,1098,1097,NonPreemptive,0.7166666666666667,1097.7166666666667
1460,RealTimeInference,1556,3,169,High,RegionC,20,1559,1556,NonPreemptive,2.816666666666667,1558.8166666666666
1461,AITraining,631,104,336,Low,RegionF,150,2406,631,NonPreemptive,5.6,636.6
1462,AITraining,1595,82,126,Low,RegionA,150,2406,1595,NonPreemptive,2.1,1597.1
1463,BatchInference,1477,6,122,Medium,RegionA,80,2406,1477,NonPreemptive,2.033333333333333,1479.0333333333333
1464,RealTimeInference,374,7,215,High,RegionA,20,378,374,NonPreemptive,3.5833333333333335,377.5833333333333
1465,RealTimeInference,1262,1,182,High,RegionB,20,1266,1262,NonPreemptive,3.033333333333333,1265.0333333333333
1466,BatchInference,1474,23,190,Medium,RegionD,80,2406,1474,NonPreemptive,3.1666666666666665,1477.1666666666667
1467,BatchInference,418,21,123,Medium,RegionE,80,2406,418,NonPreemptive,2.05,420.05
1468,RealTimeInference,357,1,163,High,RegionD,20,360,357,NonPreemptive,2.716666666666667,359.71666666666664
1469,RealTimeInference,1765,5,125,High,RegionA,20,1768,1765,NonPreemptive,2.0833333333333335,1767.0833333333333
1470,BatchInference,2281,13,212,Medium,RegionB,80,2406,2281,NonPreemptive,3.533333333333333,2284.5333333333333
1471,AITraining,2098,56,398,Low,RegionD,150,2406,2098,NonPreemptive,6.633333333333334,2104.633333333333
1472,BatchInference,423,4,287,Medium,RegionC,80,2406,423,NonPreemptive,4.783333333333333,427.78333333333336
1473,RealTimeInference,367,2,230,High,RegionC,20,371,367,NonPreemptive,3.8333333333333335,370.8333333333333
1474,BatchInference,2270,7,265,Medium,RegionE,80,2406,2270,NonPreemptive,4.416666666666667,2274.4166666666665
1475,RealTimeInference,1328,3,158,High,RegionF,20,1331,1328,NonPreemptive,2.6333333333333333,1330.6333333333334
1476,BatchInference,50,6,291,Medium,RegionA,80,2406,50,NonPreemptive,4.85,54.85
1477,BatchInference,1694,22,118,Medium,RegionB,80,2406,1694,NonPreemptive,1.9666666666666666,1695.9666666666667
1478,BatchInference,346,10,336,Medium,RegionC,80,2406,346,NonPreemptive,5.6,351.6
1479,AITraining,2291,41,142,Low,RegionE,150,2406,2291,NonPreemptive,2.3666666666666667,2293.366666666667
1480,RealTimeInference,2342,5,141,High,RegionC,20,2345,2342,NonPreemptive,2.35,2344.35
1481,AITraining,694,38,93,Low,RegionF,150,2406,694,NonPreemptive,1.55,695.55
1482,AITraining,1559,30,118,Low,RegionB,150,2406,1559,NonPreemptive,1.9666666666666666,1560.9666666666667
1483,RealTimeInference,568,5,50,High,RegionA,20,569,568,NonPreemptive,0.8333333333333334,568.8333333333334
1484,BatchInference,1233,19,121,Medium,RegionB,80,2406,1233,NonPreemptive,2.0166666666666666,1235.0166666666667
1485,BatchInference,2019,10,333,Medium,RegionC,80,2406,2019,NonPreemptive,5.55,2024.55
1486,RealTimeInference,259,2,394,High,RegionC,20,266,259,NonPreemptive,6.566666666666666,265.56666666666666
1487,RealTimeInference,1780,3,292,High,RegionC,20,1785,1780,NonPreemptive,4.866666666666666,1784.8666666666666
1488,BatchInference,1724,11,198,Medium,RegionF,80,2406,1724,NonPreemptive,3.3,1727.3
