TaskID,SourceRegion,AssignedRegion,ArrivalHour,StartHour,FinishHour,Duration_h,GPU_Demand,TaskType,NetworkLatency_ms
14574,RegionD,RegionD,117,117.0,123.18333333333334,6.183333333333334,4.0,RealTimeInference,5.0
14575,RegionA,RegionA,1739,1739.0,1744.5333333333333,5.533333333333333,3.0,RealTimeInference,5.0
14576,RegionD,RegionD,1424,1424.0,1428.5833333333333,4.583333333333333,30.0,AITraining,5.0
14577,RegionD,RegionD,121,122.0,122.33333333333333,0.3333333333333333,101.0,AITraining,5.0
14578,RegionE,RegionE,2396,2399.0,2405.25,6.25,31.0,AITraining,5.0
14579,RegionD,RegionD,766,770.0,776.65,6.65,19.0,BatchInference,5.0
14580,RegionC,RegionC,2284,2284.0,2286.133333333333,2.1333333333333333,2.0,RealTimeInference,5.0
14581,RegionF,RegionF,1702,1702.0,1702.3166666666666,0.31666666666666665,7.0,RealTimeInference,5.0
14582,RegionA,RegionA,1853,1853.0,1853.9666666666667,0.9666666666666667,17.0,BatchInference,5.0
14583,RegionB,RegionB,504,504.0,506.93333333333334,2.933333333333333,12.0,BatchInference,5.0
14584,RegionD,RegionD,1546,1546.0,1549.65,3.65,17.0,AITraining,5.0
14585,RegionD,RegionD,1695,1695.0,1698.7833333333333,3.783333333333333,14.0,BatchInference,5.0
14586,RegionE,RegionE,319,319.0,322.15,3.15,11.0,BatchInference,5.0
14587,RegionD,RegionD,571,571.0,573.3666666666667,2.3666666666666667,5.0,RealTimeInference,5.0
14588,RegionA,RegionA,1614,1614.0,1618.0833333333333,4.083333333333333,6.0,BatchInference,5.0
14589,RegionA,RegionA,1138,1138.0,1139.6,1.6,3.0,RealTimeInference,5.0
14590,RegionB,RegionB,131,131.0,133.71666666666667,2.716666666666667,6.0,RealTimeInference,5.0
14591,RegionB,RegionB,524,524.0,528.85,4.85,2.0,RealTimeInference,5.0
14592,RegionC,RegionC,901,901.0,903.0,2.0,7.0,RealTimeInference,5.0
14593,RegionE,RegionF,2229,2233.0,2237.85,4.85,4.0,BatchInference,18.0
14594,RegionF,RegionF,296,296.0,301.26666666666665,5.266666666666667,5.0,RealTimeInference,5.0
14595,RegionA,RegionA,1792,1792.0,1792.5833333333333,0.5833333333333334,3.0,RealTimeInference,5.0
14596,RegionB,RegionB,2268,2268.0,2270.25,2.25,16.0,BatchInference,5.0
14597,RegionB,RegionB,1724,1724.0,1724.6666666666667,0.6666666666666666,6.0,RealTimeInference,5.0
14598,RegionD,RegionD,1466,1470.0,1474.0166666666667,4.016666666666667,18.0,BatchInference,5.0
14599,RegionE,RegionF,66,66.0,71.41666666666667,5.416666666666667,60.0,AITraining,18.0
14600,RegionC,RegionC,1942,1942.0,1943.0166666666667,1.0166666666666666,5.0,RealTimeInference,5.0
14601,RegionA,RegionA,295,295.0,300.45,5.45,15.0,BatchInference,5.0
14602,RegionA,RegionA,613,613.0,613.9666666666667,0.9666666666666667,6.0,BatchInference,5.0
14603,RegionD,RegionD,1246,1246.0,1252.3333333333333,6.333333333333333,117.0,AITraining,5.0
14604,RegionC,RegionC,1653,1653.0,1657.2666666666667,4.266666666666667,15.0,BatchInference,5.0
14605,RegionC,RegionC,1123,1123.0,1125.3166666666666,2.316666666666667,4.0,RealTimeInference,5.0
14606,RegionE,RegionF,110,110.0,115.98333333333333,5.983333333333333,10.0,BatchInference,18.0
14607,RegionF,RegionE,672,676.0,682.25,6.25,59.0,AITraining,18.0
14608,RegionA,RegionA,1004,1004.0,1005.3333333333334,1.3333333333333333,1.0,RealTimeInference,5.0
14609,RegionB,RegionB,256,256.0,258.78333333333336,2.783333333333333,8.0,BatchInference,5.0
14610,RegionC,RegionC,1245,1245.0,1250.65,5.65,13.0,BatchInference,5.0
14611,RegionD,RegionD,1476,1476.0,1481.3666666666666,5.366666666666666,21.0,BatchInference,5.0
14612,RegionD,RegionD,1258,1258.0,1260.45,2.45,21.0,BatchInference,5.0
14613,RegionC,RegionC,1543,1543.0,1548.2,5.2,6.0,RealTimeInference,5.0
14614,RegionA,RegionA,450,450.0,455.71666666666664,5.716666666666667,6.0,RealTimeInference,5.0
14615,RegionD,RegionD,1571,1571.0,1574.3,3.3,68.0,AITraining,5.0
14616,RegionA,RegionA,2005,2005.0,2011.5833333333333,6.583333333333333,4.0,RealTimeInference,5.0
14617,RegionB,RegionB,1554,1554.0,1555.0666666666666,1.0666666666666667,5.0,RealTimeInference,5.0
14618,RegionB,RegionB,272,272.0,277.23333333333335,5.233333333333333,2.0,RealTimeInference,5.0
14619,RegionF,RegionF,2394,2394.0,2400.616666666667,6.616666666666666,117.0,AITraining,5.0
14620,RegionF,RegionF,1562,1566.0,1571.4,5.4,14.0,BatchInference,5.0
14621,RegionB,RegionB,1371,1371.0,1371.25,0.25,64.0,AITraining,5.0
14622,RegionB,RegionB,2386,2386.0,2389.6666666666665,3.6666666666666665,23.0,BatchInference,5.0
14623,RegionB,RegionB,748,748.0,749.5666666666667,1.5666666666666667,4.0,RealTimeInference,5.0
14624,RegionD,RegionD,1796,1796.0,1796.9333333333334,0.9333333333333333,21.0,BatchInference,5.0
14625,RegionD,RegionD,1076,1076.0,1079.9833333333333,3.9833333333333334,5.0,BatchInference,5.0
14626,RegionC,RegionC,1223,1223.0,1225.8333333333333,2.8333333333333335,4.0,RealTimeInference,5.0
14627,RegionA,RegionA,184,184.0,185.08333333333334,1.0833333333333333,42.0,AITraining,5.0
14628,RegionA,RegionA,886,886.0,887.05,1.05,7.0,RealTimeInference,5.0
14629,RegionD,RegionD,1324,1326.0,1327.2833333333333,1.2833333333333334,110.0,AITraining,5.0
14630,RegionB,RegionB,732,732.0,736.2333333333333,4.233333333333333,5.0,RealTimeInference,5.0
14631,RegionE,RegionE,1370,1373.0,1378.85,5.85,117.0,AITraining,5.0
14632,RegionE,RegionE,260,260.0,262.45,2.45,12.0,BatchInference,5.0
14633,RegionF,RegionF,853,853.0,855.45,2.45,25.0,AITraining,5.0
14634,RegionA,RegionA,1181,1181.0,1184.0166666666667,3.0166666666666666,7.0,BatchInference,5.0
14635,RegionD,RegionD,1047,1047.0,1051.15,4.15,72.0,AITraining,5.0
14636,RegionD,RegionD,1635,1639.0,1641.6666666666667,2.6666666666666665,98.0,AITraining,5.0
14637,RegionC,RegionC,576,576.0,578.2166666666667,2.216666666666667,7.0,BatchInference,5.0
14638,RegionC,RegionC,2184,2184.0,2186.2166666666667,2.216666666666667,1.0,RealTimeInference,5.0
14639,RegionF,RegionE,936,940.0,946.1166666666667,6.116666666666666,83.0,AITraining,18.0
14640,RegionF,RegionF,3,4.0,9.916666666666668,5.916666666666667,118.0,AITraining,5.0
14641,RegionA,RegionA,1920,1920.0,1924.5833333333333,4.583333333333333,5.0,BatchInference,5.0
14642,RegionA,RegionA,956,956.0,958.0166666666667,2.0166666666666666,5.0,RealTimeInference,5.0
14643,RegionB,RegionB,1035,1035.0,1040.65,5.65,2.0,RealTimeInference,5.0
14644,RegionD,RegionD,1130,1134.0,1135.6333333333334,1.6333333333333333,14.0,BatchInference,5.0
14645,RegionE,RegionE,342,342.0,347.43333333333334,5.433333333333334,10.0,BatchInference,5.0
14646,RegionF,RegionF,1975,1975.0,1978.9333333333334,3.933333333333333,10.0,BatchInference,5.0
14647,RegionA,RegionA,2376,2376.0,2377.233333333333,1.2333333333333334,11.0,BatchInference,5.0
14648,RegionA,RegionA,609,609.0,609.8666666666667,0.8666666666666667,5.0,RealTimeInference,5.0
14649,RegionB,RegionB,380,380.0,384.03333333333336,4.033333333333333,14.0,BatchInference,5.0
14650,RegionB,RegionB,1067,1067.0,1073.3333333333333,6.333333333333333,2.0,RealTimeInference,5.0
14651,RegionE,RegionE,1875,1879.0,1880.4166666666667,1.4166666666666667,41.0,AITraining,5.0
14652,RegionF,RegionF,2117,2118.0,2123.866666666667,5.866666666666666,88.0,AITraining,5.0
14653,RegionF,RegionF,1297,1298.0,1298.3,0.3,13.0,BatchInference,5.0
14654,RegionA,RegionA,260,260.0,260.31666666666666,0.31666666666666665,7.0,RealTimeInference,5.0
14655,RegionA,RegionA,33,33.0,37.583333333333336,4.583333333333333,1.0,RealTimeInference,5.0
14656,RegionC,RegionC,57,57.0,60.516666666666666,3.5166666666666666,17.0,BatchInference,5.0
14657,RegionE,RegionF,1319,1320.0,1323.3166666666666,3.316666666666667,71.0,AITraining,18.0
14658,RegionD,RegionD,998,998.0,1000.9666666666667,2.966666666666667,21.0,BatchInference,5.0
14659,RegionF,RegionF,2029,2029.0,2031.65,2.65,9.0,BatchInference,5.0
14660,RegionA,RegionA,1783,1783.0,1784.1666666666667,1.1666666666666667,102.0,AITraining,5.0
14661,RegionA,RegionA,388,388.0,392.1333333333333,4.133333333333334,14.0,BatchInference,5.0
14662,RegionD,RegionD,795,798.0,802.2333333333333,4.233333333333333,114.0,AITraining,5.0
14663,RegionB,RegionB,2164,2164.0,2164.233333333333,0.23333333333333334,4.0,RealTimeInference,5.0
14664,RegionD,RegionD,2056,2056.0,2059.15,3.15,7.0,BatchInference,5.0
14665,RegionC,RegionC,244,244.0,245.95,1.95,1.0,RealTimeInference,5.0
14666,RegionE,RegionE,2195,2195.0,2199.3,4.3,6.0,RealTimeInference,5.0
14667,RegionA,RegionA,996,996.0,997.7666666666667,1.7666666666666666,23.0,BatchInference,5.0
14668,RegionA,RegionA,1278,1278.0,1278.2666666666667,0.26666666666666666,6.0,RealTimeInference,5.0
14669,RegionB,RegionB,2385,2385.0,2389.616666666667,4.616666666666666,6.0,RealTimeInference,5.0
14670,RegionB,RegionB,1329,1329.0,1329.1666666666667,0.16666666666666666,3.0,RealTimeInference,5.0
14671,RegionC,RegionC,265,265.0,269.55,4.55,2.0,RealTimeInference,5.0
14672,RegionE,RegionE,937,941.0,946.8333333333334,5.833333333333333,11.0,BatchInference,5.0
14673,RegionA,RegionA,1971,1971.0,1976.8333333333333,5.833333333333333,8.0,BatchInference,5.0
14674,RegionD,RegionD,1689,1689.0,1695.1,6.1,88.0,AITraining,5.0
14675,RegionA,RegionA,425,425.0,427.1333333333333,2.1333333333333333,3.0,RealTimeInference,5.0
14676,RegionB,RegionB,1990,1990.0,1995.95,5.95,7.0,RealTimeInference,5.0
14677,RegionE,RegionE,317,317.0,317.1666666666667,0.16666666666666666,42.0,AITraining,5.0
14678,RegionF,RegionE,1868,1869.0,1871.9333333333334,2.933333333333333,61.0,AITraining,18.0
14679,RegionE,RegionE,185,185.0,188.51666666666668,3.5166666666666666,2.0,RealTimeInference,5.0
14680,RegionB,RegionB,1660,1660.0,1666.5666666666666,6.566666666666666,115.0,AITraining,5.0
14681,RegionD,RegionD,2148,2148.0,2154.4333333333334,6.433333333333334,29.0,AITraining,5.0
14682,RegionB,RegionB,1733,1733.0,1735.1833333333334,2.183333333333333,12.0,BatchInference,5.0
14683,RegionC,RegionC,527,527.0,532.2833333333333,5.283333333333333,20.0,BatchInference,5.0
14684,RegionD,RegionD,1860,1860.0,1865.7833333333333,5.783333333333333,7.0,BatchInference,5.0
14685,RegionC,RegionC,1665,1665.0,1668.1666666666667,3.1666666666666665,7.0,RealTimeInference,5.0
14686,RegionA,RegionA,2244,2244.0,2249.95,5.95,54.0,AITraining,5.0
14687,RegionD,RegionD,9,9.0,9.45,0.45,107.0,AITraining,5.0
14688,RegionA,RegionA,1752,1752.0,1756.1833333333334,4.183333333333334,4.0,RealTimeInference,5.0
14689,RegionD,RegionD,810,810.0,812.5333333333333,2.533333333333333,20.0,AITraining,5.0
14690,RegionB,RegionB,295,295.0,300.05,5.05,3.0,RealTimeInference,5.0
14691,RegionE,RegionE,1078,1082.0,1083.0166666666667,1.0166666666666666,9.0,BatchInference,5.0
14692,RegionD,RegionD,803,803.0,804.9333333333333,1.9333333333333333,1.0,RealTimeInference,5.0
14693,RegionA,RegionA,1655,1655.0,1659.45,4.45,6.0,RealTimeInference,5.0
14694,RegionA,RegionA,216,216.0,216.46666666666667,0.4666666666666667,1.0,RealTimeInference,5.0
14695,RegionB,RegionB,799,799.0,799.2166666666667,0.21666666666666667,6.0,RealTimeInference,5.0
14696,RegionB,RegionB,757,757.0,763.1833333333333,6.183333333333334,3.0,RealTimeInference,5.0
14697,RegionE,RegionE,1768,1768.0,1768.6,0.6,25.0,AITraining,5.0
14698,RegionE,RegionE,1372,1376.0,1379.8,3.8,19.0,BatchInference,5.0
14699,RegionF,RegionF,77,78.0,81.68333333333334,3.683333333333333,16.0,AITraining,5.0
14700,RegionC,RegionC,1337,1337.0,1342.5,5.5,67.0,AITraining,5.0
14701,RegionA,RegionA,688,688.0,691.9333333333333,3.933333333333333,3.0,RealTimeInference,5.0
14702,RegionC,RegionC,391,391.0,391.4,0.4,16.0,BatchInference,5.0
14703,RegionB,RegionB,1184,1184.0,1185.2166666666667,1.2166666666666666,1.0,RealTimeInference,5.0
14704,RegionC,RegionC,111,111.0,113.16666666666667,2.1666666666666665,6.0,RealTimeInference,5.0
14705,RegionF,RegionF,1674,1674.0,1676.6166666666666,2.6166666666666667,4.0,BatchInference,5.0
14706,RegionA,RegionA,150,150.0,150.31666666666666,0.31666666666666665,7.0,BatchInference,5.0
14707,RegionA,RegionA,1290,1290.0,1293.6,3.6,6.0,RealTimeInference,5.0
14708,RegionB,RegionB,1048,1048.0,1050.3,2.3,7.0,RealTimeInference,5.0
14709,RegionC,RegionC,2319,2319.0,2325.616666666667,6.616666666666666,18.0,BatchInference,5.0
14710,RegionC,RegionC,78,78.0,84.05,6.05,4.0,RealTimeInference,5.0
14711,RegionC,RegionC,1645,1645.0,1650.5833333333333,5.583333333333333,1.0,RealTimeInference,5.0
14712,RegionF,RegionF,1023,1023.0,1024.4666666666667,1.4666666666666666,15.0,BatchInference,5.0
14713,RegionA,RegionA,2127,2127.0,2127.383333333333,0.38333333333333336,1.0,RealTimeInference,5.0
14714,RegionA,RegionA,527,527.0,527.2166666666667,0.21666666666666667,7.0,RealTimeInference,5.0
14715,RegionB,RegionB,559,559.0,563.25,4.25,4.0,RealTimeInference,5.0
14716,RegionD,RegionD,153,153.0,154.15,1.15,17.0,BatchInference,5.0
14717,RegionC,RegionC,1308,1308.0,1310.9333333333334,2.933333333333333,4.0,RealTimeInference,5.0
14718,RegionC,RegionC,534,534.0,535.15,1.15,7.0,RealTimeInference,5.0
14719,RegionA,RegionA,721,721.0,722.5333333333333,1.5333333333333334,6.0,RealTimeInference,5.0
14720,RegionA,RegionA,1525,1525.0,1525.5833333333333,0.5833333333333334,2.0,RealTimeInference,5.0
14721,RegionB,RegionB,572,572.0,576.2,4.2,13.0,BatchInference,5.0
14722,RegionD,RegionD,112,112.0,117.53333333333333,5.533333333333333,82.0,AITraining,5.0
14723,RegionB,RegionB,189,189.0,191.05,2.05,4.0,RealTimeInference,5.0
14724,RegionC,RegionC,466,466.0,472.48333333333335,6.483333333333333,2.0,RealTimeInference,5.0
14725,RegionE,RegionE,1048,1048.0,1053.1833333333334,5.183333333333334,5.0,RealTimeInference,5.0
14726,RegionC,RegionC,1256,1256.0,1260.3833333333334,4.383333333333334,64.0,AITraining,5.0
14727,RegionA,RegionA,915,915.0,918.4333333333333,3.433333333333333,3.0,RealTimeInference,5.0
14728,RegionD,RegionD,413,414.0,419.1333333333333,5.133333333333334,115.0,AITraining,5.0
14729,RegionB,RegionB,933,933.0,939.1,6.1,6.0,RealTimeInference,5.0
14730,RegionE,RegionE,713,713.0,719.5166666666667,6.516666666666667,44.0,AITraining,5.0
14731,RegionE,RegionE,743,743.0,743.7333333333333,0.7333333333333333,13.0,BatchInference,5.0
14732,RegionA,RegionA,1551,1551.0,1553.9,2.9,38.0,AITraining,5.0
14733,RegionA,RegionA,879,879.0,880.0333333333333,1.0333333333333334,4.0,RealTimeInference,5.0
14734,RegionA,RegionA,996,996.0,997.5666666666667,1.5666666666666667,4.0,RealTimeInference,5.0
14735,RegionD,RegionD,1041,1041.0,1043.2166666666667,2.216666666666667,88.0,AITraining,5.0
14736,RegionD,RegionD,1686,1686.0,1688.9,2.9,18.0,BatchInference,5.0
14737,RegionF,RegionF,1160,1160.0,1166.3333333333333,6.333333333333333,62.0,AITraining,5.0
14738,RegionF,RegionF,517,517.0,517.2333333333333,0.23333333333333334,13.0,BatchInference,5.0
14739,RegionA,RegionA,1246,1246.0,1248.2333333333333,2.2333333333333334,2.0,RealTimeInference,5.0
14740,RegionA,RegionA,2050,2050.0,2053.733333333333,3.7333333333333334,2.0,RealTimeInference,5.0
14741,RegionB,RegionB,1222,1222.0,1222.5666666666666,0.5666666666666667,12.0,BatchInference,5.0
14742,RegionC,RegionC,1813,1813.0,1814.4833333333333,1.4833333333333334,10.0,BatchInference,5.0
14743,RegionD,RegionD,20,20.0,24.45,4.45,5.0,BatchInference,5.0
14744,RegionC,RegionC,1080,1080.0,1083.5166666666667,3.5166666666666666,1.0,RealTimeInference,5.0
14745,RegionF,RegionF,2097,2097.0,2098.5666666666666,1.5666666666666667,29.0,AITraining,5.0
14746,RegionA,RegionA,1758,1758.0,1759.7666666666667,1.7666666666666666,15.0,BatchInference,5.0
14747,RegionA,RegionA,1096,1096.0,1102.1166666666666,6.116666666666666,1.0,RealTimeInference,5.0
14748,RegionB,RegionB,223,223.0,226.3,3.3,4.0,RealTimeInference,5.0
14749,RegionE,RegionE,2389,2389.0,2392.15,3.15,97.0,AITraining,5.0
14750,RegionE,RegionE,1013,1016.0,1017.9,1.9,5.0,BatchInference,5.0
14751,RegionF,RegionF,1858,1858.0,1862.3,4.3,21.0,BatchInference,5.0
14752,RegionB,RegionB,1939,1939.0,1941.3666666666666,2.3666666666666667,87.0,AITraining,5.0
14753,RegionD,RegionD,993,993.0,995.2333333333333,2.2333333333333334,127.0,AITraining,5.0
14754,RegionB,RegionB,2346,2346.0,2346.6,0.6,14.0,BatchInference,5.0
14755,RegionE,RegionE,1476,1476.0,1481.35,5.35,94.0,AITraining,5.0
14756,RegionC,RegionC,1932,1932.0,1935.6166666666666,3.6166666666666667,6.0,RealTimeInference,5.0
14757,RegionC,RegionC,1459,1459.0,1460.1666666666667,1.1666666666666667,5.0,RealTimeInference,5.0
14758,RegionF,RegionF,377,377.0,381.8,4.8,18.0,BatchInference,5.0
14759,RegionA,RegionA,727,727.0,728.35,1.35,7.0,BatchInference,5.0
14760,RegionB,RegionB,1655,1655.0,1656.4166666666667,1.4166666666666667,10.0,BatchInference,5.0
14761,RegionC,RegionC,1361,1361.0,1364.95,3.95,21.0,BatchInference,5.0
14762,RegionE,RegionE,271,271.0,275.3833333333333,4.383333333333334,112.0,AITraining,5.0
14763,RegionD,RegionD,1998,1998.0,2004.2,6.2,10.0,BatchInference,5.0
14764,RegionF,RegionF,645,649.0,653.0,4.0,14.0,BatchInference,5.0
14765,RegionA,RegionA,1008,1008.0,1011.9,3.9,19.0,BatchInference,5.0
14766,RegionD,RegionD,2092,2092.0,2093.483333333333,1.4833333333333334,106.0,AITraining,5.0
14767,RegionB,RegionB,1706,1706.0,1707.2166666666667,1.2166666666666666,5.0,RealTimeInference,5.0
14768,RegionC,RegionC,1229,1229.0,1230.7833333333333,1.7833333333333334,21.0,BatchInference,5.0
14769,RegionC,RegionC,1091,1091.0,1097.1833333333334,6.183333333333334,4.0,RealTimeInference,5.0
14770,RegionE,RegionE,1513,1517.0,1520.4166666666667,3.4166666666666665,5.0,BatchInference,5.0
14771,RegionE,RegionE,1020,1020.0,1023.4166666666666,3.4166666666666665,3.0,RealTimeInference,5.0
14772,RegionA,RegionA,2382,2382.0,2387.116666666667,5.116666666666666,12.0,BatchInference,5.0
14773,RegionD,RegionD,1519,1519.0,1521.8666666666666,2.8666666666666667,61.0,AITraining,5.0
14774,RegionB,RegionB,1181,1181.0,1184.5833333333333,3.5833333333333335,4.0,RealTimeInference,5.0
14775,RegionD,RegionD,1109,1110.0,1114.8,4.8,19.0,BatchInference,5.0
14776,RegionD,RegionD,1778,1781.0,1785.6666666666667,4.666666666666667,8.0,BatchInference,5.0
14777,RegionF,RegionF,1301,1301.0,1303.2666666666667,2.2666666666666666,72.0,AITraining,5.0
14778,RegionA,RegionA,955,955.0,959.2833333333333,4.283333333333333,29.0,AITraining,5.0
14779,RegionA,RegionA,853,853.0,855.7333333333333,2.7333333333333334,23.0,BatchInference,5.0
14780,RegionD,RegionD,2377,2381.0,2385.483333333333,4.483333333333333,32.0,AITraining,5.0
14781,RegionD,RegionD,1670,1670.0,1671.1166666666666,1.1166666666666667,18.0,AITraining,5.0
14782,RegionB,RegionB,2361,2361.0,2361.75,0.75,7.0,RealTimeInference,5.0
14783,RegionF,RegionF,1388,1388.0,1390.6166666666666,2.6166666666666667,98.0,AITraining,5.0
14784,RegionF,RegionF,1023,1023.0,1024.2833333333333,1.2833333333333334,117.0,AITraining,5.0
14785,RegionA,RegionA,1186,1186.0,1189.85,3.85,2.0,RealTimeInference,5.0
14786,RegionA,RegionA,1590,1590.0,1594.7166666666667,4.716666666666667,7.0,RealTimeInference,5.0
14787,RegionC,RegionC,617,617.0,621.0666666666667,4.066666666666666,8.0,BatchInference,5.0
14788,RegionD,RegionD,422,422.0,424.8666666666667,2.8666666666666667,14.0,BatchInference,5.0
14789,RegionD,RegionD,1944,1944.0,1944.3,0.3,14.0,BatchInference,5.0
14790,RegionC,RegionC,641,641.0,644.9333333333333,3.933333333333333,7.0,RealTimeInference,5.0
14791,RegionA,RegionA,1874,1874.0,1875.0,1.0,90.0,AITraining,5.0
14792,RegionD,RegionD,1713,1713.0,1717.8166666666666,4.816666666666666,115.0,AITraining,5.0
14793,RegionA,RegionA,2240,2240.0,2246.6,6.6,6.0,RealTimeInference,5.0
14794,RegionB,RegionB,1327,1327.0,1332.3166666666666,5.316666666666666,5.0,RealTimeInference,5.0
14795,RegionD,RegionD,870,870.0,875.7,5.7,16.0,BatchInference,5.0
14796,RegionF,RegionF,1173,1175.0,1176.0166666666667,1.0166666666666666,65.0,AITraining,5.0
14797,RegionF,RegionF,2246,2246.0,2250.25,4.25,10.0,BatchInference,5.0
14798,RegionA,RegionA,2048,2048.0,2054.616666666667,6.616666666666666,9.0,BatchInference,5.0
14799,RegionD,RegionD,1757,1758.0,1759.2666666666667,1.2666666666666666,50.0,AITraining,5.0
14800,RegionB,RegionB,2366,2366.0,2371.8,5.8,3.0,RealTimeInference,5.0
14801,RegionB,RegionB,1691,1691.0,1692.15,1.15,3.0,RealTimeInference,5.0
14802,RegionC,RegionC,1610,1610.0,1612.2666666666667,2.2666666666666666,5.0,RealTimeInference,5.0
14803,RegionF,RegionF,2205,2205.0,2208.75,3.75,127.0,AITraining,5.0
14804,RegionF,RegionF,1212,1212.0,1217.3833333333334,5.383333333333334,2.0,RealTimeInference,5.0
14805,RegionC,RegionC,1926,1926.0,1932.4166666666667,6.416666666666667,120.0,AITraining,5.0
14806,RegionD,RegionD,968,968.0,970.4,2.4,73.0,AITraining,5.0
14807,RegionD,RegionD,2237,2237.0,2237.1833333333334,0.18333333333333332,67.0,AITraining,5.0
14808,RegionE,RegionE,316,316.0,321.21666666666664,5.216666666666667,48.0,AITraining,5.0
14809,RegionE,RegionE,393,393.0,396.51666666666665,3.5166666666666666,15.0,BatchInference,5.0
14810,RegionF,RegionF,919,919.0,924.9333333333333,5.933333333333334,12.0,BatchInference,5.0
14811,RegionB,RegionB,2048,2048.0,2053.55,5.55,97.0,AITraining,5.0
14812,RegionA,RegionA,415,415.0,417.8833333333333,2.8833333333333333,7.0,RealTimeInference,5.0
14813,RegionB,RegionB,2110,2110.0,2112.633333333333,2.6333333333333333,19.0,BatchInference,5.0
14814,RegionE,RegionE,805,805.0,808.2,3.2,87.0,AITraining,5.0
14815,RegionE,RegionE,1891,1891.0,1897.4833333333333,6.483333333333333,71.0,AITraining,5.0
14816,RegionC,RegionC,119,119.0,119.55,0.55,6.0,RealTimeInference,5.0
14817,RegionF,RegionF,94,94.0,94.98333333333333,0.9833333333333333,5.0,RealTimeInference,5.0
14818,RegionA,RegionA,852,852.0,852.3333333333334,0.3333333333333333,22.0,BatchInference,5.0
14819,RegionB,RegionB,535,535.0,535.3333333333334,0.3333333333333333,11.0,BatchInference,5.0
14820,RegionC,RegionC,241,241.0,245.48333333333332,4.483333333333333,19.0,BatchInference,5.0
14821,RegionD,RegionD,680,680.0,682.9333333333333,2.933333333333333,5.0,BatchInference,5.0
14822,RegionC,RegionC,390,390.0,390.9,0.9,1.0,RealTimeInference,5.0
14823,RegionF,RegionF,2196,2196.0,2202.133333333333,6.133333333333334,13.0,BatchInference,5.0
14824,RegionA,RegionA,1735,1735.0,1736.8166666666666,1.8166666666666667,57.0,AITraining,5.0
14825,RegionA,RegionA,2268,2268.0,2272.6833333333334,4.683333333333334,7.0,BatchInference,5.0
14826,RegionD,RegionD,78,78.0,78.85,0.85,56.0,AITraining,5.0
14827,RegionD,RegionD,573,573.0,577.3666666666667,4.366666666666666,72.0,AITraining,5.0
14828,RegionD,RegionD,1126,1127.0,1133.0,6.0,15.0,BatchInference,5.0
14829,RegionF,RegionF,851,851.0,854.7666666666667,3.7666666666666666,27.0,AITraining,5.0
14830,RegionE,RegionE,539,539.0,539.6333333333333,0.6333333333333333,2.0,RealTimeInference,5.0
14831,RegionA,RegionA,1169,1169.0,1172.75,3.75,3.0,RealTimeInference,5.0
14832,RegionB,RegionB,804,804.0,805.05,1.05,4.0,BatchInference,5.0
14833,RegionD,RegionD,1219,1219.0,1222.4833333333333,3.4833333333333334,125.0,AITraining,5.0
14834,RegionD,RegionD,1625,1625.0,1628.3666666666666,3.3666666666666667,16.0,BatchInference,5.0
14835,RegionC,RegionC,1324,1324.0,1328.15,4.15,4.0,RealTimeInference,5.0
14836,RegionF,RegionF,1138,1138.0,1139.8,1.8,29.0,AITraining,5.0
14837,RegionA,RegionA,2368,2368.0,2369.883333333333,1.8833333333333333,4.0,RealTimeInference,5.0
14838,RegionD,RegionD,673,674.0,675.2333333333333,1.2333333333333334,63.0,AITraining,5.0
14839,RegionB,RegionB,1214,1214.0,1214.6166666666666,0.6166666666666667,20.0,BatchInference,5.0
14840,RegionC,RegionC,1660,1660.0,1666.2666666666667,6.266666666666667,4.0,BatchInference,5.0
14841,RegionB,RegionB,783,783.0,784.5666666666667,1.5666666666666667,5.0,RealTimeInference,5.0
14842,RegionF,RegionF,445,445.0,451.6166666666667,6.616666666666666,124.0,AITraining,5.0
14843,RegionF,RegionF,568,568.0,572.5833333333334,4.583333333333333,4.0,BatchInference,5.0
14844,RegionB,RegionB,2396,2396.0,2400.15,4.15,51.0,AITraining,5.0
14845,RegionD,RegionD,1231,1231.0,1237.6166666666666,6.616666666666666,88.0,AITraining,5.0
14846,RegionB,RegionB,881,881.0,883.4166666666666,2.4166666666666665,2.0,RealTimeInference,5.0
14847,RegionC,RegionC,2345,2345.0,2348.0,3.0,7.0,BatchInference,5.0
14848,RegionD,RegionD,2071,2071.0,2072.883333333333,1.8833333333333333,8.0,BatchInference,5.0
14849,RegionF,RegionF,327,327.0,333.6166666666667,6.616666666666666,109.0,AITraining,5.0
14850,RegionA,RegionA,449,449.0,452.03333333333336,3.033333333333333,16.0,AITraining,5.0
14851,RegionA,RegionA,1694,1694.0,1695.75,1.75,4.0,RealTimeInference,5.0
14852,RegionD,RegionD,1569,1569.0,1570.2166666666667,1.2166666666666666,67.0,AITraining,5.0
14853,RegionD,RegionD,1196,1196.0,1201.75,5.75,36.0,AITraining,5.0
14854,RegionE,RegionE,1884,1884.0,1890.0166666666667,6.016666666666667,87.0,AITraining,5.0
14855,RegionC,RegionC,1679,1679.0,1683.85,4.85,1.0,RealTimeInference,5.0
14856,RegionF,RegionF,104,104.0,104.6,0.6,7.0,BatchInference,5.0
14857,RegionA,RegionA,2255,2255.0,2260.85,5.85,23.0,BatchInference,5.0
